line_id,crm_invoice_id,product_id,quantity,unit_price,line_total
CRM-LN-001011,CRM-INV-00332,PROD-0057,6,137.35,824.10
CRM-LN-001012,CRM-INV-00332,PROD-0030,11,494.13,5435.43
CRM-LN-001013,CRM-INV-00333,PROD-0015,1,309.23,309.23
CRM-LN-001014,CRM-INV-00334,PROD-0037,1,128.73,128.73
CRM-LN-001015,CRM-INV-00334,PROD-0044,2,246.34,492.68
CRM-LN-001016,CRM-INV-00335,PROD-0027,4,392.53,1570.12
CRM-LN-001017,CRM-INV-00335,PROD-0027,5,392.53,1962.65
CRM-LN-001018,CRM-INV-00335,PROD-0071,8,405.68,3245.44
CRM-LN-001019,CRM-INV-00336,PROD-0049,1,339.40,339.40
CRM-LN-001020,CRM-INV-00337,PROD-0090,5,163.51,817.55
CRM-LN-001021,CRM-INV-00337,PROD-0007,8,191.65,1533.20
CRM-LN-001022,CRM-INV-00338,PROD-0085,13,284.56,3699.28
CRM-LN-001023,CRM-INV-00338,PROD-0085,16,284.56,4552.96
CRM-LN-001024,CRM-INV-00338,PROD-0014,5,162.38,811.90
CRM-LN-001025,CRM-INV-00338,PROD-0038,25,54.08,1352.00
CRM-LN-001026,CRM-INV-00339,PROD-0041,8,216.65,1733.20
CRM-LN-001027,CRM-INV-00340,PROD-0026,8,447.94,3583.52
CRM-LN-001028,CRM-INV-00340,PROD-0072,1,394.58,394.58
CRM-LN-001029,CRM-INV-00341,PROD-0063,7,474.66,3322.62
CRM-LN-001030,CRM-INV-00341,PROD-0096,3,366.42,1099.26
CRM-LN-001031,CRM-INV-00341,PROD-0003,6,492.35,2954.10
CRM-LN-001032,CRM-INV-00342,PROD-0031,5,312.14,1560.70
CRM-LN-001033,CRM-INV-00342,PROD-0008,5,317.23,1586.15
CRM-LN-001034,CRM-INV-00342,PROD-0050,1,422.65,422.65
CRM-LN-001035,CRM-INV-00343,PROD-0044,22,209.39,4606.58
CRM-LN-001036,CRM-INV-00343,PROD-0085,14,241.88,3386.32
CRM-LN-001037,CRM-INV-00344,PROD-0081,4,291.38,1165.52
CRM-LN-001038,CRM-INV-00344,PROD-0054,4,141.18,564.72
CRM-LN-001039,CRM-INV-00344,PROD-0074,3,21.14,63.42
CRM-LN-001040,CRM-INV-00344,PROD-0055,5,173.52,867.60
CRM-LN-001041,CRM-INV-00344,PROD-0078,6,390.70,2344.20
CRM-LN-001042,CRM-INV-00345,PROD-0075,4,66.19,264.76
CRM-LN-001043,CRM-INV-00345,PROD-0018,5,334.54,1672.70
CRM-LN-001044,CRM-INV-00346,PROD-0056,3,149.95,449.85
CRM-LN-001045,CRM-INV-00346,PROD-0084,3,180.06,540.18
CRM-LN-001046,CRM-INV-00347,PROD-0024,6,363.40,2180.40
CRM-LN-001047,CRM-INV-00348,PROD-0098,6,158.68,952.08
CRM-LN-001048,CRM-INV-00349,PROD-0039,8,351.57,2812.56
CRM-LN-001049,CRM-INV-00349,PROD-0096,5,366.42,1832.10
CRM-LN-001050,CRM-INV-00349,PROD-0020,4,341.31,1365.24
CRM-LN-001051,CRM-INV-00349,PROD-0014,3,162.38,487.14
CRM-LN-001052,CRM-INV-00350,PROD-0035,4,386.42,1545.68
CRM-LN-001053,CRM-INV-00350,PROD-0077,4,483.25,1933.00
CRM-LN-001054,CRM-INV-00350,PROD-0030,1,494.13,494.13
CRM-LN-001055,CRM-INV-00350,PROD-0046,2,276.04,552.08
CRM-LN-001056,CRM-INV-00350,PROD-0089,8,60.13,481.04
CRM-LN-001057,CRM-INV-00351,PROD-0024,7,363.40,2543.80
CRM-LN-001058,CRM-INV-00351,PROD-0063,8,474.66,3797.28
CRM-LN-001059,CRM-INV-00351,PROD-0018,3,334.54,1003.62
CRM-LN-001060,CRM-INV-00352,PROD-0035,7,386.42,2704.94
CRM-LN-001061,CRM-INV-00353,PROD-0009,3,364.08,1092.24
CRM-LN-001062,CRM-INV-00353,PROD-0057,8,137.35,1098.80
CRM-LN-001063,CRM-INV-00354,PROD-0055,7,173.52,1214.64
CRM-LN-001064,CRM-INV-00354,PROD-0100,1,37.08,37.08
CRM-LN-001065,CRM-INV-00355,PROD-0051,1,274.05,274.05
CRM-LN-001066,CRM-INV-00355,PROD-0067,2,465.51,931.02
CRM-LN-001067,CRM-INV-00355,PROD-0058,8,378.28,3026.24
CRM-LN-001068,CRM-INV-00356,PROD-0067,7,465.51,3258.57
CRM-LN-001069,CRM-INV-00356,PROD-0095,1,107.90,107.90
CRM-LN-001070,CRM-INV-00357,PROD-0025,5,133.33,666.65
CRM-LN-001071,CRM-INV-00358,PROD-0060,3,380.80,1142.40
CRM-LN-001072,CRM-INV-00358,PROD-0055,5,173.52,867.60
CRM-LN-001073,CRM-INV-00358,PROD-0079,1,145.17,145.17
CRM-LN-001074,CRM-INV-00359,PROD-0012,2,343.50,687.00
CRM-LN-001075,CRM-INV-00359,PROD-0024,3,363.40,1090.20
CRM-LN-001076,CRM-INV-00359,PROD-0051,7,274.05,1918.35
CRM-LN-001077,CRM-INV-00359,PROD-0042,8,203.90,1631.20
CRM-LN-001078,CRM-INV-00360,PROD-0059,2,123.75,247.50
CRM-LN-001079,CRM-INV-00360,PROD-0033,6,450.15,2700.90
CRM-LN-001080,CRM-INV-00361,PROD-0092,2,175.43,350.86
CRM-LN-001081,CRM-INV-00361,PROD-0012,2,343.50,687.00
CRM-LN-001082,CRM-INV-00362,PROD-0068,7,207.38,1451.66
CRM-LN-001083,CRM-INV-00363,PROD-0049,7,339.40,2375.80
CRM-LN-001084,CRM-INV-00363,PROD-0006,3,348.13,1044.39
CRM-LN-001085,CRM-INV-00364,PROD-0021,3,86.47,259.41
CRM-LN-001086,CRM-INV-00364,PROD-0023,1,216.00,216.00
CRM-LN-001087,CRM-INV-00365,PROD-0037,30,109.42,3282.60
CRM-LN-001088,CRM-INV-00365,PROD-0024,13,308.89,4015.57
CRM-LN-001089,CRM-INV-00365,PROD-0017,16,339.97,5439.52
CRM-LN-001090,CRM-INV-00365,PROD-0001,29,28.52,827.08
CRM-LN-001091,CRM-INV-00366,PROD-0064,1,386.95,386.95
CRM-LN-001092,CRM-INV-00366,PROD-0078,8,390.70,3125.60
CRM-LN-001093,CRM-INV-00366,PROD-0031,4,312.14,1248.56
CRM-LN-001094,CRM-INV-00366,PROD-0076,8,358.04,2864.32
CRM-LN-001095,CRM-INV-00367,PROD-0077,1,483.25,483.25
CRM-LN-001096,CRM-INV-00367,PROD-0032,5,221.97,1109.85
CRM-LN-001097,CRM-INV-00367,PROD-0080,4,150.28,601.12
CRM-LN-001098,CRM-INV-00367,PROD-0007,3,191.65,574.95
CRM-LN-001099,CRM-INV-00367,PROD-0019,1,177.57,177.57
CRM-LN-001100,CRM-INV-00368,PROD-0086,5,56.52,282.60
CRM-LN-001101,CRM-INV-00369,PROD-0054,3,141.18,423.54
CRM-LN-001102,CRM-INV-00370,PROD-0074,3,21.14,63.42
CRM-LN-001103,CRM-INV-00370,PROD-0059,6,123.75,742.50
CRM-LN-001104,CRM-INV-00370,PROD-0005,2,15.82,31.64
CRM-LN-001105,CRM-INV-00370,PROD-0099,5,21.86,109.30
CRM-LN-001106,CRM-INV-00370,PROD-0042,6,203.90,1223.40
CRM-LN-001107,CRM-INV-00371,PROD-0071,2,405.68,811.36
CRM-LN-001108,CRM-INV-00371,PROD-0038,8,54.08,432.64
CRM-LN-001109,CRM-INV-00371,PROD-0018,2,334.54,669.08
CRM-LN-001110,CRM-INV-00371,PROD-0089,5,60.13,300.65
CRM-LN-001111,CRM-INV-00372,PROD-0090,4,163.51,654.04
CRM-LN-001112,CRM-INV-00372,PROD-0079,1,145.17,145.17
CRM-LN-001113,CRM-INV-00373,PROD-0012,8,343.50,2748.00
CRM-LN-001114,CRM-INV-00373,PROD-0093,5,163.71,818.55
CRM-LN-001115,CRM-INV-00373,PROD-0055,6,173.52,1041.12
CRM-LN-001116,CRM-INV-00373,PROD-0034,6,233.28,1399.68
CRM-LN-001117,CRM-INV-00373,PROD-0017,8,399.96,3199.68
CRM-LN-001118,CRM-INV-00374,PROD-0024,4,363.40,1453.60
CRM-LN-001119,CRM-INV-00374,PROD-0091,5,283.43,1417.15
CRM-LN-001120,CRM-INV-00374,PROD-0025,1,133.33,133.33
CRM-LN-001121,CRM-INV-00374,PROD-0016,1,229.45,229.45
CRM-LN-001122,CRM-INV-00375,PROD-0079,7,145.17,1016.19
CRM-LN-001123,CRM-INV-00375,PROD-0053,1,80.81,80.81
CRM-LN-001124,CRM-INV-00376,PROD-0002,4,368.34,1473.36
CRM-LN-001125,CRM-INV-00376,PROD-0089,5,60.13,300.65
CRM-LN-001126,CRM-INV-00377,PROD-0065,6,482.41,2894.46
CRM-LN-001127,CRM-INV-00377,PROD-0099,1,21.86,21.86
CRM-LN-001128,CRM-INV-00377,PROD-0015,6,309.23,1855.38
CRM-LN-001129,CRM-INV-00378,PROD-0004,3,107.19,321.57
CRM-LN-001130,CRM-INV-00378,PROD-0025,6,133.33,799.98
CRM-LN-001131,CRM-INV-00378,PROD-0044,8,246.34,1970.72
CRM-LN-001132,CRM-INV-00378,PROD-0061,1,422.03,422.03
CRM-LN-001133,CRM-INV-00378,PROD-0083,3,251.46,754.38
CRM-LN-001134,CRM-INV-00379,PROD-0043,8,430.52,3444.16
CRM-LN-001135,CRM-INV-00379,PROD-0053,1,80.81,80.81
CRM-LN-001136,CRM-INV-00379,PROD-0067,5,465.51,2327.55
CRM-LN-001137,CRM-INV-00379,PROD-0073,6,335.84,2015.04
CRM-LN-001138,CRM-INV-00379,PROD-0072,1,394.58,394.58
CRM-LN-001139,CRM-INV-00380,PROD-0009,3,364.08,1092.24
CRM-LN-001140,CRM-INV-00380,PROD-0036,1,148.18,148.18
CRM-LN-001141,CRM-INV-00380,PROD-0044,7,246.34,1724.38
CRM-LN-001142,CRM-INV-00381,PROD-0050,3,422.65,1267.95
CRM-LN-001143,CRM-INV-00381,PROD-0077,2,483.25,966.50
CRM-LN-001144,CRM-INV-00381,PROD-0097,5,304.44,1522.20
CRM-LN-001145,CRM-INV-00381,PROD-0091,6,283.43,1700.58
CRM-LN-001146,CRM-INV-00381,PROD-0091,1,283.43,283.43
CRM-LN-001147,CRM-INV-00382,PROD-0048,24,192.42,4618.08
CRM-LN-001148,CRM-INV-00382,PROD-0039,16,298.83,4781.28
CRM-LN-001149,CRM-INV-00383,PROD-0005,4,15.82,63.28
CRM-LN-001150,CRM-INV-00383,PROD-0012,8,343.50,2748.00
CRM-LN-001151,CRM-INV-00383,PROD-0065,1,482.41,482.41
CRM-LN-001152,CRM-INV-00384,PROD-0044,8,246.34,1970.72
CRM-LN-001153,CRM-INV-00384,PROD-0094,5,168.04,840.20
CRM-LN-001154,CRM-INV-00385,PROD-0067,3,465.51,1396.53
CRM-LN-001155,CRM-INV-00386,PROD-0092,2,175.43,350.86
CRM-LN-001156,CRM-INV-00386,PROD-0001,5,33.55,167.75
CRM-LN-001157,CRM-INV-00386,PROD-0006,2,348.13,696.26
CRM-LN-001158,CRM-INV-00386,PROD-0043,8,430.52,3444.16
CRM-LN-001159,CRM-INV-00387,PROD-0003,5,492.35,2461.75
CRM-LN-001160,CRM-INV-00387,PROD-0082,4,28.92,115.68
CRM-LN-001161,CRM-INV-00387,PROD-0042,4,203.90,815.60
CRM-LN-001162,CRM-INV-00388,PROD-0099,19,21.86,415.34
CRM-LN-001163,CRM-INV-00388,PROD-0086,8,56.52,452.16
CRM-LN-001164,CRM-INV-00388,PROD-0035,9,386.42,3477.78
CRM-LN-001165,CRM-INV-00389,PROD-0072,2,394.58,789.16
CRM-LN-001166,CRM-INV-00389,PROD-0027,6,392.53,2355.18
CRM-LN-001167,CRM-INV-00389,PROD-0071,6,405.68,2434.08
CRM-LN-001168,CRM-INV-00389,PROD-0035,3,386.42,1159.26
CRM-LN-001169,CRM-INV-00389,PROD-0091,5,283.43,1417.15
CRM-LN-001170,CRM-INV-00390,PROD-0079,6,145.17,871.02
CRM-LN-001171,CRM-INV-00390,PROD-0070,8,64.42,515.36
CRM-LN-001172,CRM-INV-00390,PROD-0007,3,191.65,574.95
CRM-LN-001173,CRM-INV-00391,PROD-0050,1,422.65,422.65
CRM-LN-001174,CRM-INV-00392,PROD-0076,8,358.04,2864.32
CRM-LN-001175,CRM-INV-00392,PROD-0079,6,145.17,871.02
CRM-LN-001176,CRM-INV-00392,PROD-0040,6,216.21,1297.26
CRM-LN-001177,CRM-INV-00392,PROD-0026,2,447.94,895.88
CRM-LN-001178,CRM-INV-00392,PROD-0097,8,304.44,2435.52
CRM-LN-001179,CRM-INV-00393,PROD-0013,8,291.02,2328.16
CRM-LN-001180,CRM-INV-00393,PROD-0040,8,216.21,1729.68
CRM-LN-001181,CRM-INV-00393,PROD-0061,4,422.03,1688.12
CRM-LN-001182,CRM-INV-00393,PROD-0029,3,236.38,709.14
CRM-LN-001183,CRM-INV-00394,PROD-0051,3,274.05,822.15
CRM-LN-001184,CRM-INV-00394,PROD-0090,6,163.51,981.06
CRM-LN-001185,CRM-INV-00394,PROD-0042,8,203.90,1631.20
CRM-LN-001186,CRM-INV-00395,PROD-0045,25,323.37,8084.25
CRM-LN-001187,CRM-INV-00396,PROD-0078,3,390.70,1172.10
CRM-LN-001188,CRM-INV-00396,PROD-0066,2,482.89,965.78
CRM-LN-001189,CRM-INV-00396,PROD-0052,2,288.73,577.46
CRM-LN-001190,CRM-INV-00397,PROD-0069,8,302.17,2417.36
CRM-LN-001191,CRM-INV-00397,PROD-0052,7,288.73,2021.11
CRM-LN-001192,CRM-INV-00397,PROD-0031,4,312.14,1248.56
CRM-LN-001193,CRM-INV-00398,PROD-0044,4,246.34,985.36
CRM-LN-001194,CRM-INV-00399,PROD-0073,6,335.84,2015.04
CRM-LN-001195,CRM-INV-00399,PROD-0070,4,64.42,257.68
CRM-LN-001196,CRM-INV-00399,PROD-0023,2,216.00,432.00
CRM-LN-001197,CRM-INV-00399,PROD-0095,8,107.90,863.20
CRM-LN-001198,CRM-INV-00400,PROD-0072,2,394.58,789.16
CRM-LN-001199,CRM-INV-00400,PROD-0057,3,137.35,412.05
CRM-LN-001200,CRM-INV-00400,PROD-0040,7,216.21,1513.47
CRM-LN-001201,CRM-INV-00401,PROD-0099,7,21.86,153.02
CRM-LN-001202,CRM-INV-00401,PROD-0042,8,203.90,1631.20
CRM-LN-001203,CRM-INV-00401,PROD-0083,1,251.46,251.46
CRM-LN-001204,CRM-INV-00401,PROD-0012,4,343.50,1374.00
CRM-LN-001205,CRM-INV-00401,PROD-0018,1,334.54,334.54
CRM-LN-001206,CRM-INV-00402,PROD-0069,5,302.17,1510.85
CRM-LN-001207,CRM-INV-00402,PROD-0050,8,422.65,3381.20
CRM-LN-001208,CRM-INV-00402,PROD-0026,4,447.94,1791.76
CRM-LN-001209,CRM-INV-00402,PROD-0088,6,328.26,1969.56
CRM-LN-001210,CRM-INV-00403,PROD-0092,6,175.43,1052.58
CRM-LN-001211,CRM-INV-00403,PROD-0012,1,343.50,343.50
CRM-LN-001212,CRM-INV-00403,PROD-0079,7,145.17,1016.19
CRM-LN-001213,CRM-INV-00403,PROD-0017,5,399.96,1999.80
CRM-LN-001214,CRM-INV-00404,PROD-0001,6,33.55,201.30
CRM-LN-001215,CRM-INV-00405,PROD-0031,7,312.14,2184.98
CRM-LN-001216,CRM-INV-00406,PROD-0092,7,175.43,1228.01
CRM-LN-001217,CRM-INV-00406,PROD-0052,7,288.73,2021.11
CRM-LN-001218,CRM-INV-00406,PROD-0056,4,149.95,599.80
CRM-LN-001219,CRM-INV-00407,PROD-0072,7,394.58,2762.06
CRM-LN-001220,CRM-INV-00407,PROD-0047,7,450.44,3153.08
CRM-LN-001221,CRM-INV-00408,PROD-0002,2,368.34,736.68
CRM-LN-001222,CRM-INV-00408,PROD-0083,1,251.46,251.46
CRM-LN-001223,CRM-INV-00409,PROD-0018,2,334.54,669.08
CRM-LN-001224,CRM-INV-00409,PROD-0018,7,334.54,2341.78
CRM-LN-001225,CRM-INV-00409,PROD-0059,7,123.75,866.25
CRM-LN-001226,CRM-INV-00409,PROD-0080,3,150.28,450.84
CRM-LN-001227,CRM-INV-00410,PROD-0050,6,422.65,2535.90
CRM-LN-001228,CRM-INV-00410,PROD-0029,3,236.38,709.14
CRM-LN-001229,CRM-INV-00410,PROD-0055,1,173.52,173.52
CRM-LN-001230,CRM-INV-00410,PROD-0074,8,21.14,169.12
CRM-LN-001231,CRM-INV-00411,PROD-0035,7,386.42,2704.94
CRM-LN-001232,CRM-INV-00411,PROD-0070,6,64.42,386.52
CRM-LN-001233,CRM-INV-00411,PROD-0005,1,15.82,15.82
CRM-LN-001234,CRM-INV-00411,PROD-0073,8,335.84,2686.72
CRM-LN-001235,CRM-INV-00411,PROD-0091,6,283.43,1700.58
CRM-LN-001236,CRM-INV-00412,PROD-0019,5,177.57,887.85
CRM-LN-001237,CRM-INV-00413,PROD-0012,4,343.50,1374.00
CRM-LN-001238,CRM-INV-00413,PROD-0061,2,422.03,844.06
CRM-LN-001239,CRM-INV-00413,PROD-0088,5,328.26,1641.30
CRM-LN-001240,CRM-INV-00413,PROD-0079,1,145.17,145.17
CRM-LN-001241,CRM-INV-00413,PROD-0044,1,246.34,246.34
CRM-LN-001242,CRM-INV-00414,PROD-0074,6,21.14,126.84
CRM-LN-001243,CRM-INV-00414,PROD-0054,6,141.18,847.08
CRM-LN-001244,CRM-INV-00414,PROD-0038,5,54.08,270.40
CRM-LN-001245,CRM-INV-00414,PROD-0022,1,311.47,311.47
CRM-LN-001246,CRM-INV-00415,PROD-0094,5,168.04,840.20
CRM-LN-001247,CRM-INV-00415,PROD-0008,8,317.23,2537.84
CRM-LN-001248,CRM-INV-00415,PROD-0075,3,66.19,198.57
CRM-LN-001249,CRM-INV-00416,PROD-0004,5,107.19,535.95
CRM-LN-001250,CRM-INV-00416,PROD-0063,2,474.66,949.32
CRM-LN-001251,CRM-INV-00416,PROD-0017,2,399.96,799.92
CRM-LN-001252,CRM-INV-00416,PROD-0036,5,148.18,740.90
CRM-LN-001253,CRM-INV-00416,PROD-0017,5,399.96,1999.80
CRM-LN-001254,CRM-INV-00417,PROD-0078,3,390.70,1172.10
CRM-LN-001255,CRM-INV-00418,PROD-0048,3,226.38,679.14
CRM-LN-001256,CRM-INV-00418,PROD-0034,4,233.28,933.12
CRM-LN-001257,CRM-INV-00418,PROD-0063,3,474.66,1423.98
CRM-LN-001258,CRM-INV-00418,PROD-0068,1,207.38,207.38
CRM-LN-001259,CRM-INV-00419,PROD-0077,3,483.25,1449.75
CRM-LN-001260,CRM-INV-00419,PROD-0064,7,386.95,2708.65
CRM-LN-001261,CRM-INV-00420,PROD-0093,3,163.71,491.13
CRM-LN-001262,CRM-INV-00420,PROD-0027,6,392.53,2355.18
CRM-LN-001263,CRM-INV-00420,PROD-0007,5,191.65,958.25
CRM-LN-001264,CRM-INV-00420,PROD-0097,2,304.44,608.88
CRM-LN-001265,CRM-INV-00421,PROD-0039,8,351.57,2812.56
CRM-LN-001266,CRM-INV-00421,PROD-0096,4,366.42,1465.68
CRM-LN-001267,CRM-INV-00421,PROD-0049,7,339.40,2375.80
CRM-LN-001268,CRM-INV-00421,PROD-0061,5,422.03,2110.15
CRM-LN-001269,CRM-INV-00422,PROD-0058,7,378.28,2647.96
CRM-LN-001270,CRM-INV-00422,PROD-0087,6,284.26,1705.56
CRM-LN-001271,CRM-INV-00422,PROD-0068,1,207.38,207.38
CRM-LN-001272,CRM-INV-00423,PROD-0056,5,149.95,749.75
CRM-LN-001273,CRM-INV-00423,PROD-0043,5,430.52,2152.60
CRM-LN-001274,CRM-INV-00423,PROD-0035,2,386.42,772.84
CRM-LN-001275,CRM-INV-00424,PROD-0099,4,21.86,87.44
CRM-LN-001276,CRM-INV-00424,PROD-0094,4,168.04,672.16
CRM-LN-001277,CRM-INV-00424,PROD-0067,6,465.51,2793.06
CRM-LN-001278,CRM-INV-00424,PROD-0087,3,284.26,852.78
CRM-LN-001279,CRM-INV-00425,PROD-0009,1,364.08,364.08
CRM-LN-001280,CRM-INV-00426,PROD-0045,4,380.44,1521.76
CRM-LN-001281,CRM-INV-00426,PROD-0093,5,163.71,818.55
CRM-LN-001282,CRM-INV-00426,PROD-0033,4,450.15,1800.60
CRM-LN-001283,CRM-INV-00426,PROD-0005,1,15.82,15.82
CRM-LN-001284,CRM-INV-00427,PROD-0085,4,284.56,1138.24
CRM-LN-001285,CRM-INV-00427,PROD-0077,2,483.25,966.50
CRM-LN-001286,CRM-INV-00427,PROD-0091,2,283.43,566.86
CRM-LN-001287,CRM-INV-00427,PROD-0012,3,343.50,1030.50
CRM-LN-001288,CRM-INV-00427,PROD-0049,3,339.40,1018.20
CRM-LN-001289,CRM-INV-00428,PROD-0038,8,54.08,432.64
CRM-LN-001290,CRM-INV-00428,PROD-0085,2,284.56,569.12
CRM-LN-001291,CRM-INV-00428,PROD-0082,8,28.92,231.36
CRM-LN-001292,CRM-INV-00429,PROD-0089,6,60.13,360.78
CRM-LN-001293,CRM-INV-00429,PROD-0033,3,450.15,1350.45
CRM-LN-001294,CRM-INV-00429,PROD-0100,2,37.08,74.16
CRM-LN-001295,CRM-INV-00429,PROD-0036,1,148.18,148.18
CRM-LN-001296,CRM-INV-00430,PROD-0034,3,233.28,699.84
CRM-LN-001297,CRM-INV-00430,PROD-0057,2,137.35,274.70
CRM-LN-001298,CRM-INV-00430,PROD-0063,4,474.66,1898.64
CRM-LN-001299,CRM-INV-00431,PROD-0014,14,138.02,1932.28
CRM-LN-001300,CRM-INV-00431,PROD-0070,23,54.76,1259.48
CRM-LN-001301,CRM-INV-00431,PROD-0028,29,204.26,5923.54
CRM-LN-001302,CRM-INV-00431,PROD-0083,13,213.74,2778.62
CRM-LN-001303,CRM-INV-00432,PROD-0005,2,15.82,31.64
CRM-LN-001304,CRM-INV-00433,PROD-0003,8,492.35,3938.80
CRM-LN-001305,CRM-INV-00433,PROD-0020,1,341.31,341.31
CRM-LN-001306,CRM-INV-00433,PROD-0005,7,15.82,110.74
CRM-LN-001307,CRM-INV-00433,PROD-0035,3,386.42,1159.26
CRM-LN-001308,CRM-INV-00434,PROD-0066,8,482.89,3863.12
CRM-LN-001309,CRM-INV-00435,PROD-0070,4,64.42,257.68
CRM-LN-001310,CRM-INV-00436,PROD-0016,6,229.45,1376.70
CRM-LN-001311,CRM-INV-00436,PROD-0043,5,430.52,2152.60
CRM-LN-001312,CRM-INV-00436,PROD-0052,1,288.73,288.73
CRM-LN-001313,CRM-INV-00436,PROD-0081,2,291.38,582.76
CRM-LN-001314,CRM-INV-00437,PROD-0098,5,158.68,793.40
CRM-LN-001315,CRM-INV-00437,PROD-0083,4,251.46,1005.84
CRM-LN-001316,CRM-INV-00437,PROD-0023,1,216.00,216.00
CRM-LN-001317,CRM-INV-00437,PROD-0050,4,422.65,1690.60
CRM-LN-001318,CRM-INV-00438,PROD-0081,6,291.38,1748.28
CRM-LN-001319,CRM-INV-00439,PROD-0018,1,334.54,334.54
CRM-LN-001320,CRM-INV-00439,PROD-0025,1,133.33,133.33
CRM-LN-001321,CRM-INV-00440,PROD-0050,2,422.65,845.30
CRM-LN-001322,CRM-INV-00440,PROD-0070,5,64.42,322.10
CRM-LN-001323,CRM-INV-00440,PROD-0064,8,386.95,3095.60
CRM-LN-001324,CRM-INV-00440,PROD-0003,1,492.35,492.35
CRM-LN-001325,CRM-INV-00441,PROD-0052,2,288.73,577.46
CRM-LN-001326,CRM-INV-00442,PROD-0059,3,123.75,371.25
CRM-LN-001327,CRM-INV-00442,PROD-0095,4,107.90,431.60
CRM-LN-001328,CRM-INV-00442,PROD-0010,1,338.44,338.44
CRM-LN-001329,CRM-INV-00442,PROD-0095,3,107.90,323.70
CRM-LN-001330,CRM-INV-00442,PROD-0063,1,474.66,474.66
CRM-LN-001331,CRM-INV-00443,PROD-0090,3,163.51,490.53
CRM-LN-001332,CRM-INV-00443,PROD-0002,3,368.34,1105.02
CRM-LN-001333,CRM-INV-00444,PROD-0059,3,123.75,371.25
CRM-LN-001334,CRM-INV-00445,PROD-0015,8,309.23,2473.84
CRM-LN-001335,CRM-INV-00446,PROD-0026,7,447.94,3135.58
CRM-LN-001336,CRM-INV-00447,PROD-0042,8,203.90,1631.20
CRM-LN-001337,CRM-INV-00447,PROD-0088,23,328.26,7549.98
CRM-LN-001338,CRM-INV-00447,PROD-0070,9,64.42,579.78
CRM-LN-001339,CRM-INV-00447,PROD-0042,11,203.90,2242.90
CRM-LN-001340,CRM-INV-00448,PROD-0009,2,364.08,728.16
CRM-LN-001341,CRM-INV-00448,PROD-0036,3,148.18,444.54
CRM-LN-001342,CRM-INV-00448,PROD-0097,7,304.44,2131.08
CRM-LN-001343,CRM-INV-00449,PROD-0057,4,137.35,549.40
CRM-LN-001344,CRM-INV-00449,PROD-0075,1,66.19,66.19
CRM-LN-001345,CRM-INV-00450,PROD-0100,3,37.08,111.24
CRM-LN-001346,CRM-INV-00450,PROD-0003,8,492.35,3938.80
CRM-LN-001347,CRM-INV-00450,PROD-0011,1,283.89,283.89
CRM-LN-001348,CRM-INV-00450,PROD-0001,3,33.55,100.65
CRM-LN-001349,CRM-INV-00451,PROD-0037,7,128.73,901.11
CRM-LN-001350,CRM-INV-00451,PROD-0089,8,60.13,481.04
CRM-LN-001351,CRM-INV-00451,PROD-0089,3,60.13,180.39
CRM-LN-001352,CRM-INV-00451,PROD-0027,3,392.53,1177.59
CRM-LN-001353,CRM-INV-00451,PROD-0082,5,28.92,144.60
CRM-LN-001354,CRM-INV-00452,PROD-0079,1,145.17,145.17
CRM-LN-001355,CRM-INV-00452,PROD-0077,3,483.25,1449.75
CRM-LN-001356,CRM-INV-00453,PROD-0081,19,247.67,4705.73
CRM-LN-001357,CRM-INV-00454,PROD-0025,2,133.33,266.66
CRM-LN-001358,CRM-INV-00454,PROD-0068,2,207.38,414.76
CRM-LN-001359,CRM-INV-00455,PROD-0029,8,236.38,1891.04
CRM-LN-001360,CRM-INV-00455,PROD-0099,4,21.86,87.44
CRM-LN-001361,CRM-INV-00455,PROD-0036,1,148.18,148.18
CRM-LN-001362,CRM-INV-00455,PROD-0025,2,133.33,266.66
CRM-LN-001363,CRM-INV-00455,PROD-0020,8,341.31,2730.48
CRM-LN-001364,CRM-INV-00456,PROD-0007,6,191.65,1149.90
CRM-LN-001365,CRM-INV-00457,PROD-0079,8,145.17,1161.36
CRM-LN-001366,CRM-INV-00457,PROD-0006,2,348.13,696.26
CRM-LN-001367,CRM-INV-00457,PROD-0095,1,107.90,107.90
CRM-LN-001368,CRM-INV-00458,PROD-0063,2,474.66,949.32
CRM-LN-001369,CRM-INV-00459,PROD-0076,6,358.04,2148.24
CRM-LN-001370,CRM-INV-00459,PROD-0054,4,141.18,564.72
CRM-LN-001371,CRM-INV-00459,PROD-0096,6,366.42,2198.52
CRM-LN-001372,CRM-INV-00459,PROD-0030,2,494.13,988.26
CRM-LN-001373,CRM-INV-00460,PROD-0026,7,447.94,3135.58
CRM-LN-001374,CRM-INV-00460,PROD-0029,2,236.38,472.76
CRM-LN-001375,CRM-INV-00460,PROD-0061,8,422.03,3376.24
CRM-LN-001376,CRM-INV-00460,PROD-0007,7,191.65,1341.55
CRM-LN-001377,CRM-INV-00461,PROD-0050,6,422.65,2535.90
CRM-LN-001378,CRM-INV-00461,PROD-0018,8,334.54,2676.32
CRM-LN-001379,CRM-INV-00462,PROD-0026,6,447.94,2687.64
CRM-LN-001380,CRM-INV-00462,PROD-0017,1,399.96,399.96
CRM-LN-001381,CRM-INV-00462,PROD-0089,1,60.13,60.13
CRM-LN-001382,CRM-INV-00463,PROD-0059,7,123.75,866.25
