crm_invoice_id,customer_id,invoice_date,total_amount,status,synced_to_accounting,is_promotional
CRM-INV-00327,CUST-0101,2026-01-15,3100.89,Paid,TRUE,FALSE
CRM-INV-00328,CUST-0191,2026-01-02,7395.03,Paid,TRUE,FALSE
CRM-INV-00329,CUST-0051,2026-01-16,5447.44,Paid,TRUE,FALSE
CRM-INV-00330,CUST-0148,2026-01-03,395.64,Paid,TRUE,FALSE
CRM-INV-00331,CUST-0090,2026-01-07,2358.56,Paid,TRUE,FALSE
CRM-INV-00332,CUST-0114,2026-01-20,6259.53,Paid,FALSE,FALSE
CRM-INV-00333,CUST-0040,2026-01-25,309.23,Paid,TRUE,FALSE
CRM-INV-00334,CUST-0159,2026-01-30,621.41,Paid,TRUE,FALSE
CRM-INV-00335,CUST-0121,2026-01-01,6778.21,Paid,TRUE,FALSE
CRM-INV-00336,CUST-0037,2026-01-23,339.40,Paid,TRUE,FALSE
CRM-INV-00337,CUST-0016,2026-01-10,2350.75,Paid,TRUE,FALSE
CRM-INV-00338,CUST-0003,2026-01-03,10416.14,Paid,FALSE,FALSE
CRM-INV-00339,CUST-0098,2026-01-17,1733.20,Open,TRUE,FALSE
CRM-INV-00340,CUST-0137,2026-01-03,3978.10,Paid,TRUE,FALSE
CRM-INV-00341,CUST-0136,2026-01-10,7375.98,Paid,TRUE,FALSE
CRM-INV-00342,CUST-0091,2026-01-21,3569.50,Open,TRUE,FALSE
CRM-INV-00343,CUST-0072,2026-01-08,7992.90,Paid,TRUE,TRUE
CRM-INV-00344,CUST-0098,2026-01-17,5005.46,Paid,TRUE,FALSE
CRM-INV-00345,CUST-0034,2026-01-07,1937.46,Paid,TRUE,FALSE
CRM-INV-00346,CUST-0135,2026-01-30,990.03,Paid,TRUE,FALSE
CRM-INV-00347,CUST-0143,2026-01-18,2180.40,Open,TRUE,FALSE
CRM-INV-00348,CUST-0038,2026-01-24,952.08,Open,TRUE,FALSE
CRM-INV-00349,CUST-0106,2026-01-31,6497.04,Paid,TRUE,FALSE
CRM-INV-00350,CUST-0196,2026-01-20,5005.93,Paid,TRUE,FALSE
CRM-INV-00351,CUST-0155,2026-01-16,7344.70,Paid,TRUE,FALSE
CRM-INV-00352,CUST-0009,2026-01-14,2704.94,Paid,TRUE,FALSE
CRM-INV-00353,CUST-0172,2026-01-07,2191.04,Paid,TRUE,FALSE
CRM-INV-00354,CUST-0118,2026-01-29,1251.72,Paid,TRUE,FALSE
CRM-INV-00355,CUST-0098,2026-01-24,4231.31,Open,TRUE,FALSE
CRM-INV-00356,CUST-0011,2026-01-29,3366.47,Paid,TRUE,FALSE
CRM-INV-00357,CUST-0133,2026-01-25,666.65,Paid,TRUE,FALSE
CRM-INV-00358,CUST-0078,2026-01-25,2155.17,Paid,TRUE,FALSE
CRM-INV-00359,CUST-0037,2026-01-15,5326.75,Paid,TRUE,FALSE
CRM-INV-00360,CUST-0117,2026-01-19,2948.40,Paid,TRUE,FALSE
CRM-INV-00361,CUST-0183,2026-01-26,1037.86,Open,TRUE,FALSE
CRM-INV-00362,CUST-0163,2026-01-12,1451.66,Open,TRUE,FALSE
CRM-INV-00363,CUST-0131,2026-01-20,3420.19,Open,TRUE,FALSE
CRM-INV-00364,CUST-0145,2026-01-28,475.41,Paid,TRUE,FALSE
CRM-INV-00365,CUST-0080,2026-01-24,13564.77,Open,TRUE,TRUE
CRM-INV-00366,CUST-0004,2026-01-15,7625.43,Paid,TRUE,FALSE
CRM-INV-00367,CUST-0114,2026-01-03,2946.74,Paid,TRUE,FALSE
CRM-INV-00368,CUST-0010,2026-01-05,282.60,Paid,TRUE,FALSE
CRM-INV-00369,CUST-0023,2026-01-02,423.54,Paid,TRUE,FALSE
CRM-INV-00370,CUST-0073,2026-01-20,2170.26,Open,TRUE,FALSE
CRM-INV-00371,CUST-0018,2026-01-25,2213.73,Paid,TRUE,FALSE
CRM-INV-00372,CUST-0106,2026-01-17,799.21,Paid,TRUE,FALSE
CRM-INV-00373,CUST-0187,2026-01-21,1841.41,Paid,TRUE,FALSE
CRM-INV-00374,CUST-0162,2026-01-16,3233.53,Paid,TRUE,FALSE
CRM-INV-00375,CUST-0031,2026-01-24,1097.00,Paid,TRUE,FALSE
CRM-INV-00376,CUST-0144,2026-01-26,1774.01,Paid,TRUE,FALSE
CRM-INV-00377,CUST-0018,2026-01-10,4771.70,Paid,TRUE,FALSE
CRM-INV-00378,CUST-0186,2026-01-19,4268.68,Paid,TRUE,FALSE
CRM-INV-00379,CUST-0161,2026-01-15,2721.37,Paid,TRUE,FALSE
CRM-INV-00380,CUST-0176,2026-01-11,2964.80,Paid,TRUE,FALSE
CRM-INV-00381,CUST-0043,2026-01-19,5740.66,Paid,TRUE,FALSE
CRM-INV-00382,CUST-0023,2026-01-16,9399.36,Paid,TRUE,TRUE
CRM-INV-00383,CUST-0045,2026-01-04,3293.69,Open,TRUE,FALSE
CRM-INV-00384,CUST-0129,2026-01-05,2810.92,Open,TRUE,FALSE
CRM-INV-00385,CUST-0037,2026-01-25,1396.53,Paid,TRUE,FALSE
CRM-INV-00386,CUST-0010,2026-01-15,4659.03,Open,TRUE,FALSE
CRM-INV-00387,CUST-0027,2026-01-17,3393.03,Paid,TRUE,FALSE
CRM-INV-00388,CUST-0071,2026-01-18,4345.28,Paid,FALSE,FALSE
CRM-INV-00389,CUST-0030,2026-01-01,2983.68,Paid,TRUE,FALSE
CRM-INV-00390,CUST-0044,2026-01-03,1961.33,Paid,TRUE,FALSE
CRM-INV-00391,CUST-0173,2026-01-02,422.65,Paid,TRUE,FALSE
CRM-INV-00392,CUST-0101,2026-01-06,6384.05,Paid,TRUE,FALSE
CRM-INV-00393,CUST-0024,2026-01-27,6455.10,Open,TRUE,FALSE
CRM-INV-00394,CUST-0158,2026-01-09,3434.41,Paid,TRUE,FALSE
CRM-INV-00395,CUST-0017,2026-01-16,8084.25,Paid,TRUE,TRUE
CRM-INV-00396,CUST-0044,2026-01-10,2715.34,Paid,TRUE,FALSE
CRM-INV-00397,CUST-0167,2026-01-03,5687.03,Paid,TRUE,FALSE
CRM-INV-00398,CUST-0124,2026-01-13,985.36,Open,TRUE,FALSE
CRM-INV-00399,CUST-0152,2026-01-14,3567.92,Paid,TRUE,FALSE
CRM-INV-00400,CUST-0153,2026-01-15,2714.68,Paid,TRUE,FALSE
CRM-INV-00401,CUST-0028,2026-01-22,3744.22,Open,TRUE,FALSE
CRM-INV-00402,CUST-0170,2026-01-05,6164.12,Paid,TRUE,FALSE
CRM-INV-00403,CUST-0174,2026-01-10,4412.07,Paid,TRUE,FALSE
CRM-INV-00404,CUST-0141,2026-01-31,201.30,Paid,TRUE,FALSE
CRM-INV-00405,CUST-0073,2026-01-28,2184.98,Open,TRUE,FALSE
CRM-INV-00406,CUST-0101,2026-01-21,3848.92,Paid,TRUE,FALSE
CRM-INV-00407,CUST-0122,2026-01-05,5915.14,Paid,TRUE,FALSE
CRM-INV-00408,CUST-0172,2026-01-05,988.14,Paid,TRUE,FALSE
CRM-INV-00409,CUST-0125,2026-01-22,4327.95,Paid,TRUE,FALSE
CRM-INV-00410,CUST-0109,2026-01-18,3587.68,Open,TRUE,FALSE
CRM-INV-00411,CUST-0061,2026-01-23,7494.58,Paid,TRUE,FALSE
CRM-INV-00412,CUST-0124,2026-01-31,887.85,Paid,TRUE,FALSE
CRM-INV-00413,CUST-0021,2026-01-17,4250.87,Paid,TRUE,FALSE
CRM-INV-00414,CUST-0132,2026-01-29,1555.79,Paid,TRUE,FALSE
CRM-INV-00415,CUST-0153,2026-01-24,3576.61,Paid,TRUE,FALSE
CRM-INV-00416,CUST-0169,2026-01-10,5025.89,Paid,TRUE,FALSE
CRM-INV-00417,CUST-0066,2026-01-01,1172.10,Open,TRUE,FALSE
CRM-INV-00418,CUST-0190,2026-01-05,3243.62,Paid,TRUE,FALSE
CRM-INV-00419,CUST-0022,2026-01-31,4158.40,Open,TRUE,FALSE
CRM-INV-00420,CUST-0061,2026-01-22,4413.44,Paid,TRUE,FALSE
CRM-INV-00421,CUST-0119,2026-01-13,6921.03,Paid,TRUE,FALSE
CRM-INV-00422,CUST-0112,2026-01-01,4560.90,Paid,TRUE,FALSE
CRM-INV-00423,CUST-0137,2026-01-21,3675.19,Paid,TRUE,FALSE
CRM-INV-00424,CUST-0150,2026-01-13,4405.44,Paid,TRUE,FALSE
CRM-INV-00425,CUST-0003,2026-01-22,364.08,Paid,TRUE,FALSE
CRM-INV-00426,CUST-0135,2026-01-04,4156.73,Paid,TRUE,FALSE
CRM-INV-00427,CUST-0015,2026-01-31,4720.30,Open,TRUE,FALSE
CRM-INV-00428,CUST-0179,2026-01-06,1233.12,Open,TRUE,FALSE
CRM-INV-00429,CUST-0071,2026-01-25,1933.57,Paid,TRUE,FALSE
CRM-INV-00430,CUST-0086,2026-01-02,2873.18,Paid,TRUE,FALSE
CRM-INV-00431,CUST-0046,2026-01-21,11893.92,Open,TRUE,TRUE
CRM-INV-00432,CUST-0184,2026-01-09,31.64,Paid,TRUE,FALSE
CRM-INV-00433,CUST-0187,2026-01-09,5550.11,Open,TRUE,FALSE
CRM-INV-00434,CUST-0101,2026-01-19,3863.12,Paid,TRUE,FALSE
CRM-INV-00435,CUST-0104,2026-01-28,257.68,Paid,TRUE,FALSE
CRM-INV-00436,CUST-0177,2026-01-27,4400.79,Paid,TRUE,FALSE
CRM-INV-00437,CUST-0088,2026-01-03,3705.84,Paid,TRUE,FALSE
CRM-INV-00438,CUST-0100,2026-01-29,1748.28,Paid,TRUE,FALSE
CRM-INV-00439,CUST-0162,2026-01-15,467.87,Open,TRUE,FALSE
CRM-INV-00440,CUST-0152,2026-01-08,4755.35,Paid,TRUE,FALSE
CRM-INV-00441,CUST-0087,2026-01-26,577.46,Paid,TRUE,FALSE
CRM-INV-00442,CUST-0168,2026-01-22,1939.65,Paid,TRUE,FALSE
CRM-INV-00443,CUST-0159,2026-01-02,1595.55,Paid,TRUE,FALSE
CRM-INV-00444,CUST-0079,2026-01-27,371.25,Open,TRUE,FALSE
CRM-INV-00445,CUST-0017,2026-01-27,2473.84,Paid,TRUE,FALSE
CRM-INV-00446,CUST-0158,2026-01-08,3135.58,Paid,TRUE,FALSE
CRM-INV-00447,CUST-0189,2026-01-22,12003.86,Open,FALSE,FALSE
CRM-INV-00448,CUST-0152,2026-01-06,3303.78,Paid,TRUE,FALSE
CRM-INV-00449,CUST-0095,2026-01-18,615.59,Paid,TRUE,FALSE
CRM-INV-00450,CUST-0162,2026-01-20,4434.58,Open,TRUE,FALSE
CRM-INV-00451,CUST-0181,2026-01-21,2884.73,Paid,TRUE,FALSE
CRM-INV-00452,CUST-0106,2026-01-08,1594.92,Open,TRUE,FALSE
CRM-INV-00453,CUST-0157,2026-01-31,4705.73,Paid,TRUE,TRUE
CRM-INV-00454,CUST-0002,2026-01-18,681.42,Paid,TRUE,FALSE
CRM-INV-00455,CUST-0195,2026-01-18,5123.80,Paid,TRUE,FALSE
CRM-INV-00456,CUST-0041,2026-01-22,1149.90,Paid,TRUE,FALSE
CRM-INV-00457,CUST-0112,2026-01-09,1965.52,Open,TRUE,FALSE
CRM-INV-00458,CUST-0046,2026-01-06,949.32,Paid,TRUE,FALSE
CRM-INV-00459,CUST-0061,2026-01-24,5899.74,Paid,TRUE,FALSE
CRM-INV-00460,CUST-0026,2026-01-08,2362.52,Paid,TRUE,FALSE
CRM-INV-00461,CUST-0157,2026-01-15,5212.22,Open,TRUE,FALSE
CRM-INV-00462,CUST-0162,2026-01-12,3147.73,Paid,TRUE,FALSE
CRM-INV-00463,CUST-0029,2026-01-28,5089.07,Open,TRUE,FALSE
CRM-INV-00464,CUST-0164,2026-01-31,4141.72,Paid,TRUE,FALSE
CRM-INV-00465,CUST-0110,2026-01-24,1931.62,Open,TRUE,FALSE
CRM-INV-00466,CUST-0152,2026-01-31,162.32,Paid,TRUE,FALSE
CRM-INV-00467,CUST-0121,2026-01-24,16251.90,Paid,TRUE,TRUE
CRM-INV-00468,CUST-0004,2026-01-23,6664.21,Paid,TRUE,FALSE
CRM-INV-00469,CUST-0042,2026-01-23,3060.73,Paid,TRUE,FALSE
CRM-INV-00470,CUST-0095,2026-01-21,3609.47,Paid,TRUE,FALSE
CRM-INV-00471,CUST-0193,2026-01-09,4821.12,Open,TRUE,FALSE
CRM-INV-00472,CUST-0029,2026-01-13,3515.44,Paid,TRUE,FALSE
CRM-INV-00473,CUST-0199,2026-01-07,1850.92,Paid,TRUE,FALSE
CRM-INV-00474,CUST-0189,2026-01-31,5948.32,Paid,TRUE,FALSE
CRM-INV-00475,CUST-0089,2026-01-15,5913.17,Paid,TRUE,FALSE
CRM-INV-00476,CUST-0118,2026-01-03,822.15,Paid,TRUE,FALSE
CRM-INV-00477,CUST-0020,2026-01-04,786.89,Paid,TRUE,FALSE
CRM-INV-00478,CUST-0053,2026-01-17,378.56,Open,TRUE,FALSE
CRM-INV-00479,CUST-0139,2026-01-30,3661.62,Open,TRUE,FALSE
CRM-INV-00480,CUST-0006,2026-01-10,3328.86,Paid,TRUE,FALSE
CRM-INV-00481,CUST-0088,2026-01-21,5423.55,Open,TRUE,FALSE
CRM-INV-00482,CUST-0079,2026-01-06,5106.80,Paid,TRUE,FALSE
CRM-INV-00483,CUST-0073,2026-01-15,1327.99,Paid,TRUE,FALSE
CRM-INV-00484,CUST-0045,2026-01-27,655.11,Open,TRUE,FALSE
CRM-INV-00485,CUST-0148,2026-01-05,3586.98,Open,TRUE,FALSE
CRM-INV-00486,CUST-0038,2026-01-12,4243.40,Open,TRUE,FALSE
CRM-INV-00487,CUST-0118,2026-01-30,2246.01,Paid,TRUE,FALSE
CRM-INV-00488,CUST-0075,2026-01-31,5737.67,Paid,TRUE,FALSE
CRM-INV-00489,CUST-0030,2026-01-10,1154.92,Paid,TRUE,FALSE
CRM-INV-00490,CUST-0024,2026-01-11,1562.80,Paid,TRUE,FALSE
CRM-INV-00491,CUST-0057,2026-01-26,3287.58,Open,TRUE,FALSE
CRM-INV-00492,CUST-0101,2026-01-07,2605.93,Paid,TRUE,FALSE
CRM-INV-00493,CUST-0096,2026-01-01,4801.48,Paid,TRUE,FALSE
CRM-INV-00494,CUST-0114,2026-01-24,3137.40,Paid,TRUE,FALSE
CRM-INV-00495,CUST-0078,2026-01-16,4538.41,Paid,TRUE,FALSE
CRM-INV-00496,CUST-0182,2026-01-19,3040.82,Paid,TRUE,FALSE
CRM-INV-00497,CUST-0011,2026-01-27,3662.93,Open,TRUE,FALSE
CRM-INV-00498,CUST-0040,2026-01-09,1802.15,Paid,TRUE,FALSE
CRM-INV-00499,CUST-0177,2026-01-21,1007.78,Paid,TRUE,FALSE
CRM-INV-00500,CUST-0018,2026-01-20,4746.64,Open,TRUE,FALSE
CRM-INV-00501,CUST-0031,2026-01-12,3141.89,Paid,TRUE,FALSE
CRM-INV-00502,CUST-0014,2026-01-09,1913.49,Paid,TRUE,FALSE
CRM-INV-00503,CUST-0197,2026-01-21,1767.11,Paid,TRUE,FALSE
CRM-INV-00504,CUST-0081,2026-01-27,4242.21,Paid,TRUE,FALSE
CRM-INV-00505,CUST-0073,2026-01-12,3308.37,Open,TRUE,FALSE
CRM-INV-00506,CUST-0144,2026-01-20,3267.94,Paid,TRUE,FALSE
CRM-INV-00507,CUST-0093,2026-01-05,4903.02,Open,TRUE,FALSE
CRM-INV-00508,CUST-0037,2026-01-23,1826.22,Open,TRUE,FALSE
CRM-INV-00509,CUST-0109,2026-01-23,338.44,Open,TRUE,FALSE
CRM-INV-00510,CUST-0194,2026-01-14,895.88,Paid,TRUE,FALSE
CRM-INV-00511,CUST-0169,2026-01-17,5341.80,Open,TRUE,FALSE
CRM-INV-00512,CUST-0155,2026-01-07,3182.31,Paid,TRUE,FALSE
CRM-INV-00513,CUST-0129,2026-01-25,2832.73,Open,TRUE,FALSE
CRM-INV-00514,CUST-0138,2026-01-01,1922.48,Paid,TRUE,FALSE
CRM-INV-00515,CUST-0151,2026-01-06,6085.96,Paid,TRUE,FALSE
CRM-INV-00516,CUST-0195,2026-01-11,761.60,Paid,TRUE,FALSE
CRM-INV-00517,CUST-0127,2026-01-25,3515.07,Paid,TRUE,FALSE
CRM-INV-00518,CUST-0099,2026-01-10,7075.55,Paid,TRUE,FALSE
CRM-INV-00519,CUST-0018,2026-01-29,4764.16,Paid,TRUE,FALSE
CRM-INV-00520,CUST-0134,2026-01-22,688.35,Paid,TRUE,FALSE
CRM-INV-00521,CUST-0178,2026-01-19,323.70,Paid,TRUE,FALSE
CRM-INV-00522,CUST-0051,2026-01-11,4300.55,Open,TRUE,FALSE
CRM-INV-00523,CUST-0186,2026-01-16,5132.80,Paid,TRUE,FALSE
CRM-INV-00524,CUST-0104,2026-01-16,6093.18,Paid,TRUE,FALSE
CRM-INV-00525,CUST-0035,2026-01-01,107.90,Open,TRUE,FALSE
CRM-INV-00526,CUST-0128,2026-01-22,1512.00,Paid,TRUE,FALSE
CRM-INV-00527,CUST-0084,2026-01-05,2894.40,Open,TRUE,FALSE
CRM-INV-00528,CUST-0052,2026-01-10,2982.92,Open,TRUE,FALSE
CRM-INV-00529,CUST-0031,2026-01-13,3711.17,Open,TRUE,FALSE
CRM-INV-00530,CUST-0043,2026-01-16,6536.75,Paid,TRUE,FALSE
CRM-INV-00531,CUST-0176,2026-01-18,1824.26,Paid,TRUE,FALSE
CRM-INV-00532,CUST-0091,2026-01-25,2710.85,Paid,TRUE,FALSE
CRM-INV-00533,CUST-0190,2026-01-19,952.08,Paid,TRUE,FALSE
CRM-INV-00534,CUST-0110,2026-01-12,2641.66,Paid,TRUE,FALSE
CRM-INV-00535,CUST-0152,2026-01-03,2389.14,Paid,TRUE,TRUE
CRM-INV-00536,CUST-0006,2026-01-18,4469.36,Paid,TRUE,FALSE
CRM-INV-00537,CUST-0179,2026-01-16,6927.54,Paid,TRUE,FALSE
CRM-INV-00538,CUST-0129,2026-01-26,5008.77,Paid,TRUE,FALSE
CRM-INV-00539,CUST-0020,2026-01-27,4719.44,Paid,TRUE,FALSE
CRM-INV-00540,CUST-0070,2026-01-03,6426.35,Paid,TRUE,FALSE
CRM-INV-00541,CUST-0139,2026-01-11,4589.46,Paid,TRUE,FALSE
CRM-INV-00542,CUST-0141,2026-01-06,874.14,Paid,TRUE,FALSE
CRM-INV-00543,CUST-0055,2026-01-22,2032.10,Paid,TRUE,FALSE
CRM-INV-00544,CUST-0039,2026-01-24,1598.63,Open,TRUE,FALSE
CRM-INV-00545,CUST-0069,2026-01-27,3709.90,Paid,TRUE,FALSE
CRM-INV-00546,CUST-0050,2026-01-01,5052.30,Paid,TRUE,FALSE
CRM-INV-00547,CUST-0010,2026-01-07,1695.21,Open,TRUE,FALSE
CRM-INV-00548,CUST-0072,2026-01-22,5674.87,Open,TRUE,FALSE
CRM-INV-00549,CUST-0105,2026-01-29,1559.47,Paid,TRUE,FALSE
CRM-INV-00550,CUST-0129,2026-01-30,2327.55,Paid,TRUE,FALSE
CRM-INV-00551,CUST-0024,2026-01-08,6905.24,Paid,TRUE,FALSE
CRM-INV-00552,CUST-0071,2026-01-15,5141.68,Paid,TRUE,FALSE
CRM-INV-00553,CUST-0064,2026-01-31,3813.81,Paid,TRUE,FALSE
CRM-INV-00554,CUST-0156,2026-01-02,868.87,Paid,TRUE,TRUE
CRM-INV-00555,CUST-0099,2026-01-10,2826.65,Paid,TRUE,FALSE
CRM-INV-00556,CUST-0101,2026-01-30,3327.18,Open,TRUE,FALSE
CRM-INV-00557,CUST-0042,2026-01-30,4251.52,Paid,TRUE,FALSE
CRM-INV-00558,CUST-0106,2026-01-30,2918.62,Paid,TRUE,FALSE
CRM-INV-00559,CUST-0091,2026-01-14,4376.09,Open,TRUE,FALSE
CRM-INV-00560,CUST-0035,2026-01-01,4266.60,Open,TRUE,FALSE
CRM-INV-00561,CUST-0176,2026-01-14,4049.78,Paid,TRUE,FALSE
CRM-INV-00562,CUST-0084,2026-01-26,4286.76,Open,TRUE,FALSE
CRM-INV-00563,CUST-0147,2026-01-08,1969.40,Open,TRUE,FALSE
CRM-INV-00564,CUST-0119,2026-01-07,2884.04,Paid,TRUE,FALSE
CRM-INV-00565,CUST-0039,2026-01-03,3376.20,Open,TRUE,FALSE
CRM-INV-00566,CUST-0127,2026-01-04,1368.37,Paid,TRUE,FALSE
CRM-INV-00567,CUST-0127,2026-01-13,2532.80,Open,TRUE,FALSE
CRM-INV-00568,CUST-0073,2026-01-24,665.97,Paid,TRUE,FALSE
CRM-INV-00569,CUST-0068,2026-01-08,6301.44,Paid,TRUE,FALSE
CRM-INV-00570,CUST-0183,2026-01-13,2760.86,Open,TRUE,FALSE
CRM-INV-00571,CUST-0121,2026-01-30,3935.32,Paid,TRUE,FALSE
CRM-INV-00572,CUST-0102,2026-01-22,1298.37,Paid,TRUE,FALSE
CRM-INV-00573,CUST-0087,2026-01-29,5059.70,Paid,TRUE,FALSE
CRM-INV-00574,CUST-0033,2026-01-16,4114.67,Paid,TRUE,FALSE
CRM-INV-00575,CUST-0112,2026-01-29,2209.24,Paid,TRUE,FALSE
CRM-INV-00576,CUST-0169,2026-01-21,2716.86,Paid,TRUE,FALSE
CRM-INV-00577,CUST-0181,2026-01-15,2027.58,Paid,TRUE,FALSE
CRM-INV-00578,CUST-0185,2026-01-28,2750.70,Open,TRUE,FALSE
CRM-INV-00579,CUST-0047,2026-01-27,17294.84,Open,TRUE,TRUE
CRM-INV-00580,CUST-0150,2026-01-07,3157.81,Paid,TRUE,FALSE
CRM-INV-00581,CUST-0175,2026-01-04,2268.84,Paid,TRUE,FALSE
CRM-INV-00582,CUST-0069,2026-01-20,430.52,Paid,TRUE,FALSE
CRM-INV-00583,CUST-0116,2026-01-11,6334.59,Paid,TRUE,FALSE
CRM-INV-00584,CUST-0066,2026-01-06,496.52,Open,TRUE,FALSE
CRM-INV-00585,CUST-0042,2026-01-13,5395.56,Open,TRUE,FALSE
CRM-INV-00586,CUST-0155,2026-01-05,4815.84,Open,TRUE,FALSE
CRM-INV-00587,CUST-0122,2026-01-09,7859.54,Paid,TRUE,FALSE
CRM-INV-00588,CUST-0119,2026-01-22,1528.28,Paid,TRUE,FALSE
CRM-INV-00589,CUST-0112,2026-01-03,4662.38,Paid,TRUE,FALSE
CRM-INV-00590,CUST-0012,2026-01-17,3380.23,Paid,TRUE,FALSE
CRM-INV-00591,CUST-0119,2026-01-22,6744.90,Open,TRUE,FALSE
CRM-INV-00592,CUST-0012,2026-01-03,6337.27,Paid,TRUE,FALSE
CRM-INV-00593,CUST-0048,2026-01-07,1987.97,Paid,TRUE,FALSE
CRM-INV-00594,CUST-0005,2026-01-01,5943.72,Paid,TRUE,FALSE
CRM-INV-00595,CUST-0158,2026-01-12,3685.61,Paid,TRUE,FALSE
CRM-INV-00596,CUST-0049,2026-01-28,3140.24,Paid,TRUE,FALSE
CRM-INV-00597,CUST-0167,2026-01-08,4478.46,Paid,TRUE,FALSE
CRM-INV-00598,CUST-0030,2026-01-06,4660.48,Paid,TRUE,FALSE
CRM-INV-00599,CUST-0116,2026-01-19,4590.58,Paid,TRUE,FALSE
CRM-INV-00600,CUST-0003,2026-01-04,4105.34,Paid,TRUE,FALSE
CRM-INV-00601,CUST-0186,2026-01-20,2553.99,Paid,TRUE,FALSE
CRM-INV-00602,CUST-0166,2026-01-14,7500.53,Paid,TRUE,FALSE
CRM-INV-00603,CUST-0050,2026-01-16,4627.28,Open,TRUE,FALSE
CRM-INV-00604,CUST-0184,2026-01-22,5258.94,Paid,TRUE,FALSE
CRM-INV-00605,CUST-0073,2026-01-23,452.16,Paid,TRUE,FALSE
CRM-INV-00606,CUST-0052,2026-01-06,6831.67,Open,TRUE,FALSE
CRM-INV-00607,CUST-0092,2026-01-22,2400.48,Paid,TRUE,FALSE
CRM-INV-00608,CUST-0159,2026-01-08,1578.32,Paid,TRUE,FALSE
CRM-INV-00609,CUST-0088,2026-01-26,813.78,Open,TRUE,FALSE
CRM-INV-00610,CUST-0113,2026-01-26,2293.04,Paid,TRUE,FALSE
CRM-INV-00611,CUST-0031,2026-01-28,2191.52,Open,TRUE,FALSE
CRM-INV-00612,CUST-0196,2026-01-17,4593.30,Paid,TRUE,FALSE
CRM-INV-00613,CUST-0107,2026-01-25,1775.76,Paid,TRUE,FALSE
CRM-INV-00614,CUST-0130,2026-01-06,2318.52,Open,TRUE,FALSE
CRM-INV-00615,CUST-0107,2026-01-12,3871.56,Open,TRUE,FALSE
CRM-INV-00616,CUST-0106,2026-01-30,2128.45,Paid,TRUE,FALSE
CRM-INV-00617,CUST-0081,2026-01-13,424.00,Paid,TRUE,FALSE
CRM-INV-00618,CUST-0165,2026-01-05,5578.41,Open,TRUE,FALSE
CRM-INV-00619,CUST-0136,2026-01-20,2657.69,Open,TRUE,FALSE
CRM-INV-00620,CUST-0160,2026-01-26,4533.42,Paid,TRUE,FALSE
CRM-INV-00621,CUST-0086,2026-01-13,2808.17,Paid,TRUE,FALSE
CRM-INV-00622,CUST-0080,2026-01-17,10958.07,Paid,TRUE,TRUE
CRM-INV-00623,CUST-0062,2026-01-27,2278.83,Open,TRUE,FALSE
CRM-INV-00624,CUST-0067,2026-01-21,3590.42,Open,TRUE,FALSE
CRM-INV-00625,CUST-0191,2026-01-19,6080.16,Paid,TRUE,FALSE
CRM-INV-00626,CUST-0133,2026-01-19,469.98,Paid,TRUE,FALSE
CRM-INV-00627,CUST-0109,2026-01-27,7910.55,Paid,TRUE,FALSE
CRM-INV-00628,CUST-0174,2026-01-17,5673.76,Open,TRUE,FALSE
CRM-INV-00629,CUST-0107,2026-01-27,4329.99,Paid,TRUE,FALSE
CRM-INV-00630,CUST-0181,2026-01-17,5928.89,Paid,TRUE,FALSE
CRM-INV-00631,CUST-0095,2026-01-19,3718.35,Paid,TRUE,FALSE
CRM-INV-00632,CUST-0125,2026-01-01,2201.24,Open,TRUE,FALSE
CRM-INV-00633,CUST-0056,2026-01-06,3994.70,Paid,TRUE,FALSE
CRM-INV-00634,CUST-0145,2026-01-15,3682.37,Paid,TRUE,FALSE
CRM-INV-00635,CUST-0118,2026-01-25,6595.12,Open,TRUE,FALSE
CRM-INV-00636,CUST-0087,2026-01-18,452.16,Open,TRUE,FALSE
CRM-INV-00637,CUST-0166,2026-01-03,389.13,Paid,TRUE,FALSE
CRM-INV-00638,CUST-0032,2026-01-21,5547.13,Paid,TRUE,FALSE
CRM-INV-00639,CUST-0137,2026-01-06,592.72,Paid,TRUE,FALSE
CRM-INV-00640,CUST-0181,2026-01-27,4575.49,Paid,TRUE,FALSE
CRM-INV-00641,CUST-0007,2026-01-28,3614.76,Paid,TRUE,FALSE
CRM-INV-00642,CUST-0197,2026-01-03,2366.25,Paid,TRUE,FALSE
CRM-INV-00643,CUST-0084,2026-01-06,175.43,Paid,TRUE,FALSE
CRM-INV-00644,CUST-0026,2026-01-11,2117.82,Open,TRUE,FALSE
CRM-INV-00645,CUST-0031,2026-01-02,3957.21,Open,TRUE,FALSE
CRM-INV-00646,CUST-0069,2026-01-02,6328.57,Paid,TRUE,FALSE
CRM-INV-00647,CUST-0005,2026-01-09,4715.22,Open,TRUE,FALSE
CRM-INV-00648,CUST-0037,2026-01-12,4643.33,Paid,TRUE,FALSE
CRM-INV-00649,CUST-0043,2026-01-01,381.10,Paid,TRUE,FALSE
CRM-INV-00650,CUST-0175,2026-01-13,2540.86,Open,TRUE,FALSE
CRM-INV-00651,CUST-0145,2026-01-03,4404.22,Open,TRUE,FALSE
CRM-INV-00652,CUST-0054,2026-01-20,7133.06,Paid,TRUE,FALSE
CRM-INV-00653,CUST-0118,2026-01-31,4021.52,Paid,TRUE,FALSE
