recon_id,crm_invoice_id,acct_invoice_id,match_status,crm_amount,acct_amount,variance_amount,variance_reason
REC-00299,CRM-INV-00299,ACCT-INV-00299,Matched,4196.17,4196.17,0.00,
REC-00300,CRM-INV-00300,ACCT-INV-00300,Matched,3277.22,3277.22,0.00,
REC-00301,CRM-INV-00301,ACCT-INV-00301,Matched,676.52,676.52,0.00,
REC-00302,CRM-INV-00302,ACCT-INV-00302,Matched,2989.83,2989.83,0.00,
REC-00303,CRM-INV-00303,ACCT-INV-00303,Matched,2072.96,2072.96,0.00,
REC-00304,CRM-INV-00304,ACCT-INV-00304,Matched,1903.38,1903.38,0.00,
REC-00305,CRM-INV-00305,ACCT-INV-00305,Matched,3199.68,3199.68,0.00,
REC-00306,CRM-INV-00306,ACCT-INV-00306,Matched,4823.97,4823.97,0.00,
REC-00307,CRM-INV-00307,ACCT-INV-00307,Matched,3274.77,3274.77,0.00,
REC-00308,CRM-INV-00308,ACCT-INV-00308,Matched,5724.11,5724.11,0.00,
REC-00309,CRM-INV-00309,ACCT-INV-00309,Matched,3102.42,3102.42,0.00,
REC-00310,CRM-INV-00310,ACCT-INV-00310,Matched,5568.37,5568.37,0.00,
REC-00311,CRM-INV-00311,ACCT-INV-00311,Matched,4624.03,4624.03,0.00,
REC-00312,CRM-INV-00312,ACCT-INV-00312,Matched,4936.04,4936.04,0.00,
REC-00313,CRM-INV-00313,ACCT-INV-00313,Matched,5679.50,5679.50,0.00,
REC-00314,CRM-INV-00314,ACCT-INV-00314,Matched,336.08,336.08,0.00,
REC-00315,CRM-INV-00315,ACCT-INV-00315,Matched,2095.10,2095.10,0.00,
REC-00316,CRM-INV-00316,ACCT-INV-00316,Matched,5771.82,5771.82,0.00,
REC-00317,CRM-INV-00317,ACCT-INV-00317,Matched,6779.08,6779.08,0.00,
REC-00318,CRM-INV-00318,ACCT-INV-00318,Matched,3995.32,3995.32,0.00,
REC-00319,CRM-INV-00319,ACCT-INV-00319,Matched,3040.36,3040.36,0.00,
REC-00320,CRM-INV-00320,ACCT-INV-00320,Matched,1910.38,1910.38,0.00,
REC-00321,CRM-INV-00321,ACCT-INV-00321,Matched,3969.81,3969.81,0.00,
REC-00322,CRM-INV-00322,ACCT-INV-00322,Matched,4975.55,4975.55,0.00,
REC-00323,CRM-INV-00323,ACCT-INV-00323,Matched,1318.34,1318.34,0.00,
REC-00324,CRM-INV-00324,ACCT-INV-00324,Matched,4643.97,4643.97,0.00,
REC-00325,CRM-INV-00325,ACCT-INV-00325,Matched,568.86,568.86,0.00,
REC-00326,CRM-INV-00326,ACCT-INV-00326,Matched,1350.17,1350.17,0.00,
REC-00327,CRM-INV-00327,ACCT-INV-00327,Matched,3100.89,3100.89,0.00,
REC-00328,CRM-INV-00328,ACCT-INV-00328,Matched,7395.03,7395.03,0.00,
REC-00329,CRM-INV-00329,ACCT-INV-00329,Matched,5447.44,5447.44,0.00,
REC-00330,CRM-INV-00330,ACCT-INV-00330,Matched,395.64,395.64,0.00,
REC-00331,CRM-INV-00331,ACCT-INV-00331,Matched,2358.56,2358.56,0.00,
REC-00332,CRM-INV-00332,,Unmatched-CRM Only,6259.53,0.00,6259.53,Manual invoice not synced to accounting
REC-00333,CRM-INV-00333,ACCT-INV-00333,Matched,309.23,309.23,0.00,
REC-00334,CRM-INV-00334,ACCT-INV-00334,Matched,621.41,621.41,0.00,
REC-00335,CRM-INV-00335,ACCT-INV-00335,Matched,6778.21,6778.21,0.00,
REC-00336,CRM-INV-00336,ACCT-INV-00336,Matched,339.40,339.40,0.00,
REC-00337,CRM-INV-00337,ACCT-INV-00337,Matched,2350.75,2350.75,0.00,
REC-00338,CRM-INV-00338,,Unmatched-CRM Only,10416.14,0.00,10416.14,Manual invoice not synced to accounting
REC-00339,CRM-INV-00339,ACCT-INV-00339,Matched,1733.20,1733.20,0.00,
REC-00340,CRM-INV-00340,ACCT-INV-00340,Matched,3978.10,3978.10,0.00,
REC-00341,CRM-INV-00341,ACCT-INV-00341,Matched,7375.98,7375.98,0.00,
REC-00342,CRM-INV-00342,ACCT-INV-00342,Matched,3569.50,3569.50,0.00,
REC-00343,CRM-INV-00343,ACCT-INV-00343,Variance,7992.90,9403.32,1410.42,Pricing difference - promotional discount not applied in accounting
REC-00344,CRM-INV-00344,ACCT-INV-00344,Matched,5005.46,5005.46,0.00,
REC-00345,CRM-INV-00345,ACCT-INV-00345,Matched,1937.46,1937.46,0.00,
REC-00346,CRM-INV-00346,ACCT-INV-00346,Matched,990.03,990.03,0.00,
REC-00347,CRM-INV-00347,ACCT-INV-00347,Matched,2180.40,2180.40,0.00,
REC-00348,CRM-INV-00348,ACCT-INV-00348,Matched,952.08,952.08,0.00,
REC-00349,CRM-INV-00349,ACCT-INV-00349,Matched,6497.04,6497.04,0.00,
REC-00350,CRM-INV-00350,ACCT-INV-00350,Matched,5005.93,5005.93,0.00,
REC-00351,CRM-INV-00351,ACCT-INV-00351,Matched,7344.70,7344.70,0.00,
REC-00352,CRM-INV-00352,ACCT-INV-00352,Matched,2704.94,2704.94,0.00,
REC-00353,CRM-INV-00353,ACCT-INV-00353,Matched,2191.04,2191.04,0.00,
REC-00354,CRM-INV-00354,ACCT-INV-00354,Matched,1251.72,1251.72,0.00,
REC-00355,CRM-INV-00355,ACCT-INV-00355,Matched,4231.31,4231.31,0.00,
REC-00356,CRM-INV-00356,ACCT-INV-00356,Matched,3366.47,3366.47,0.00,
REC-00357,CRM-INV-00357,ACCT-INV-00357,Matched,666.65,666.65,0.00,
REC-00358,CRM-INV-00358,ACCT-INV-00358,Matched,2155.17,2155.17,0.00,
REC-00359,CRM-INV-00359,ACCT-INV-00359,Matched,5326.75,5326.75,0.00,
REC-00360,CRM-INV-00360,ACCT-INV-00360,Matched,2948.40,2948.40,0.00,
REC-00361,CRM-INV-00361,ACCT-INV-00361,Matched,1037.86,1037.86,0.00,
REC-00362,CRM-INV-00362,ACCT-INV-00362,Matched,1451.66,1451.66,0.00,
REC-00363,CRM-INV-00363,ACCT-INV-00363,Matched,3420.19,3420.19,0.00,
REC-00364,CRM-INV-00364,ACCT-INV-00364,Matched,475.41,475.41,0.00,
REC-00365,CRM-INV-00365,ACCT-INV-00365,Variance,13564.77,15958.41,2393.64,Pricing difference - promotional discount not applied in accounting
REC-00366,CRM-INV-00366,ACCT-INV-00366,Matched,7625.43,7625.43,0.00,
REC-00367,CRM-INV-00367,ACCT-INV-00367,Matched,2946.74,2946.74,0.00,
REC-00368,CRM-INV-00368,ACCT-INV-00368,Matched,282.60,282.60,0.00,
REC-00369,CRM-INV-00369,ACCT-INV-00369,Matched,423.54,423.54,0.00,
REC-00370,CRM-INV-00370,ACCT-INV-00370,Matched,2170.26,2170.26,0.00,
REC-00371,CRM-INV-00371,ACCT-INV-00371,Matched,2213.73,2213.73,0.00,
REC-00372,CRM-INV-00372,ACCT-INV-00372,Matched,799.21,799.21,0.00,
REC-00373,CRM-INV-00373,ACCT-INV-00373,Credit Note Issue,1841.41,9207.03,7365.62,Credit note not posted to accounting
REC-00374,CRM-INV-00374,ACCT-INV-00374,Matched,3233.53,3233.53,0.00,
REC-00375,CRM-INV-00375,ACCT-INV-00375,Matched,1097.00,1097.00,0.00,
REC-00376,CRM-INV-00376,ACCT-INV-00376,Matched,1774.01,1774.01,0.00,
REC-00377,CRM-INV-00377,ACCT-INV-00377,Matched,4771.70,4771.70,0.00,
REC-00378,CRM-INV-00378,ACCT-INV-00378,Matched,4268.68,4268.68,0.00,
REC-00379,CRM-INV-00379,ACCT-INV-00379,Matched,2721.37,2721.37,0.00,
REC-00380,CRM-INV-00380,ACCT-INV-00380,Matched,2964.80,2964.80,0.00,
REC-00381,CRM-INV-00381,ACCT-INV-00381,Matched,5740.66,5740.66,0.00,
REC-00382,CRM-INV-00382,ACCT-INV-00382,Variance,9399.36,11058.24,1658.88,Pricing difference - promotional discount not applied in accounting
REC-00383,CRM-INV-00383,ACCT-INV-00383,Matched,3293.69,3293.69,0.00,
REC-00384,CRM-INV-00384,ACCT-INV-00384,Matched,2810.92,2810.92,0.00,
REC-00385,CRM-INV-00385,ACCT-INV-00385,Matched,1396.53,1396.53,0.00,
REC-00386,CRM-INV-00386,ACCT-INV-00386,Matched,4659.03,4659.03,0.00,
REC-00387,CRM-INV-00387,ACCT-INV-00387,Matched,3393.03,3393.03,0.00,
REC-00388,CRM-INV-00388,,Unmatched-CRM Only,4345.28,0.00,4345.28,Manual invoice not synced to accounting
REC-00389,CRM-INV-00389,ACCT-INV-00389,Matched,2983.68,2983.68,0.00,
REC-00390,CRM-INV-00390,ACCT-INV-00390,Matched,1961.33,1961.33,0.00,
REC-00391,CRM-INV-00391,ACCT-INV-00391,Matched,422.65,422.65,0.00,
REC-00392,CRM-INV-00392,ACCT-INV-00392,Matched,6384.05,6384.05,0.00,
REC-00393,CRM-INV-00393,ACCT-INV-00393,Matched,6455.10,6455.10,0.00,
REC-00394,CRM-INV-00394,ACCT-INV-00394,Matched,3434.41,3434.41,0.00,
REC-00395,CRM-INV-00395,ACCT-INV-00395,Variance,8084.25,9511.00,1426.75,Pricing difference - promotional discount not applied in accounting
REC-00396,CRM-INV-00396,ACCT-INV-00396,Matched,2715.34,2715.34,0.00,
REC-00397,CRM-INV-00397,ACCT-INV-00397,Matched,5687.03,5687.03,0.00,
REC-00398,CRM-INV-00398,ACCT-INV-00398,Matched,985.36,985.36,0.00,
REC-00399,CRM-INV-00399,ACCT-INV-00399,Matched,3567.92,3567.92,0.00,
REC-00400,CRM-INV-00400,ACCT-INV-00400,Matched,2714.68,2714.68,0.00,
REC-00401,CRM-INV-00401,ACCT-INV-00401,Matched,3744.22,3744.22,0.00,
REC-00402,CRM-INV-00402,ACCT-INV-00402,Matched,6164.12,6164.12,0.00,
REC-00403,CRM-INV-00403,ACCT-INV-00403,Matched,4412.07,4412.07,0.00,
REC-00404,CRM-INV-00404,ACCT-INV-00404,Matched,201.30,201.30,0.00,
REC-00405,CRM-INV-00405,ACCT-INV-00405,Matched,2184.98,2184.98,0.00,
REC-00406,CRM-INV-00406,ACCT-INV-00406,Matched,3848.92,3848.92,0.00,
REC-00407,CRM-INV-00407,ACCT-INV-00407,Matched,5915.14,5915.14,0.00,
REC-00408,CRM-INV-00408,ACCT-INV-00408,Matched,988.14,988.14,0.00,
REC-00409,CRM-INV-00409,ACCT-INV-00409,Matched,4327.95,4327.95,0.00,
REC-00410,CRM-INV-00410,ACCT-INV-00410,Matched,3587.68,3587.68,0.00,
REC-00411,CRM-INV-00411,ACCT-INV-00411,Matched,7494.58,7494.58,0.00,
REC-00412,CRM-INV-00412,ACCT-INV-00412,Matched,887.85,887.85,0.00,
REC-00413,CRM-INV-00413,ACCT-INV-00413,Matched,4250.87,4250.87,0.00,
REC-00414,CRM-INV-00414,ACCT-INV-00414,Matched,1555.79,1555.79,0.00,
REC-00415,CRM-INV-00415,ACCT-INV-00415,Matched,3576.61,3576.61,0.00,
REC-00416,CRM-INV-00416,ACCT-INV-00416,Matched,5025.89,5025.89,0.00,
REC-00417,CRM-INV-00417,ACCT-INV-00417,Matched,1172.10,1172.10,0.00,
REC-00418,CRM-INV-00418,ACCT-INV-00418,Matched,3243.62,3243.62,0.00,
REC-00419,CRM-INV-00419,ACCT-INV-00419,Matched,4158.40,4158.40,0.00,
REC-00420,CRM-INV-00420,ACCT-INV-00420,Matched,4413.44,4413.44,0.00,
REC-00421,CRM-INV-00421,ACCT-INV-00421,Matched,6921.03,6921.03,0.00,
REC-00422,CRM-INV-00422,ACCT-INV-00422,Matched,4560.90,4560.90,0.00,
REC-00423,CRM-INV-00423,ACCT-INV-00423,Matched,3675.19,3675.19,0.00,
REC-00424,CRM-INV-00424,ACCT-INV-00424,Matched,4405.44,4405.44,0.00,
REC-00425,CRM-INV-00425,ACCT-INV-00425,Matched,364.08,364.08,0.00,
REC-00426,CRM-INV-00426,ACCT-INV-00426,Matched,4156.73,4156.73,0.00,
REC-00427,CRM-INV-00427,ACCT-INV-00427,Matched,4720.30,4720.30,0.00,
REC-00428,CRM-INV-00428,ACCT-INV-00428,Matched,1233.12,1233.12,0.00,
REC-00429,CRM-INV-00429,ACCT-INV-00429,Matched,1933.57,1933.57,0.00,
REC-00430,CRM-INV-00430,ACCT-INV-00430,Matched,2873.18,2873.18,0.00,
REC-00431,CRM-INV-00431,ACCT-INV-00431,Variance,11893.92,13992.95,2099.03,Pricing difference - promotional discount not applied in accounting
REC-00432,CRM-INV-00432,ACCT-INV-00432,Matched,31.64,31.64,0.00,
REC-00433,CRM-INV-00433,ACCT-INV-00433,Matched,5550.11,5550.11,0.00,
REC-00434,CRM-INV-00434,ACCT-INV-00434,Matched,3863.12,3863.12,0.00,
REC-00435,CRM-INV-00435,ACCT-INV-00435,Matched,257.68,257.68,0.00,
REC-00436,CRM-INV-00436,ACCT-INV-00436,Matched,4400.79,4400.79,0.00,
REC-00437,CRM-INV-00437,ACCT-INV-00437,Matched,3705.84,3705.84,0.00,
REC-00438,CRM-INV-00438,ACCT-INV-00438,Matched,1748.28,1748.28,0.00,
REC-00439,CRM-INV-00439,ACCT-INV-00439,Matched,467.87,467.87,0.00,
REC-00440,CRM-INV-00440,ACCT-INV-00440,Matched,4755.35,4755.35,0.00,
REC-00441,CRM-INV-00441,ACCT-INV-00441,Matched,577.46,577.46,0.00,
REC-00442,CRM-INV-00442,ACCT-INV-00442,Matched,1939.65,1939.65,0.00,
REC-00443,CRM-INV-00443,ACCT-INV-00443,Matched,1595.55,1595.55,0.00,
REC-00444,CRM-INV-00444,ACCT-INV-00444,Matched,371.25,371.25,0.00,
REC-00445,CRM-INV-00445,ACCT-INV-00445,Matched,2473.84,2473.84,0.00,
REC-00446,CRM-INV-00446,ACCT-INV-00446,Matched,3135.58,3135.58,0.00,
REC-00447,CRM-INV-00447,,Unmatched-CRM Only,12003.86,0.00,12003.86,Manual invoice not synced to accounting
REC-00448,CRM-INV-00448,ACCT-INV-00448,Matched,3303.78,3303.78,0.00,
REC-00449,CRM-INV-00449,ACCT-INV-00449,Matched,615.59,615.59,0.00,
REC-00450,CRM-INV-00450,ACCT-INV-00450,Matched,4434.58,4434.58,0.00,
REC-00451,CRM-INV-00451,ACCT-INV-00451,Matched,2884.73,2884.73,0.00,
REC-00452,CRM-INV-00452,ACCT-INV-00452,Matched,1594.92,1594.92,0.00,
REC-00453,CRM-INV-00453,ACCT-INV-00453,Variance,4705.73,5536.22,830.49,Pricing difference - promotional discount not applied in accounting
REC-00454,CRM-INV-00454,ACCT-INV-00454,Matched,681.42,681.42,0.00,
REC-00455,CRM-INV-00455,ACCT-INV-00455,Matched,5123.80,5123.80,0.00,
REC-00456,CRM-INV-00456,ACCT-INV-00456,Matched,1149.90,1149.90,0.00,
REC-00457,CRM-INV-00457,ACCT-INV-00457,Matched,1965.52,1965.52,0.00,
REC-00458,CRM-INV-00458,ACCT-INV-00458,Matched,949.32,949.32,0.00,
REC-00459,CRM-INV-00459,ACCT-INV-00459,Matched,5899.74,5899.74,0.00,
REC-00460,CRM-INV-00460,ACCT-INV-00460,Matched,2362.52,2362.52,0.00,
REC-00461,CRM-INV-00461,ACCT-INV-00461,Matched,5212.22,5212.22,0.00,
REC-00462,CRM-INV-00462,ACCT-INV-00462,Matched,3147.73,3147.73,0.00,
REC-00463,CRM-INV-00463,ACCT-INV-00463,Matched,5089.07,5089.07,0.00,
REC-00464,CRM-INV-00464,ACCT-INV-00464,Credit Note Issue,4141.72,11200.94,7059.22,Credit note not posted to accounting
REC-00465,CRM-INV-00465,ACCT-INV-00465,Matched,1931.62,1931.62,0.00,
REC-00466,CRM-INV-00466,ACCT-INV-00466,Matched,162.32,162.32,0.00,
REC-00467,CRM-INV-00467,ACCT-INV-00467,Variance,16251.90,19119.76,2867.86,Pricing difference - promotional discount not applied in accounting
REC-00468,CRM-INV-00468,ACCT-INV-00468,Matched,6664.21,6664.21,0.00,
REC-00469,CRM-INV-00469,ACCT-INV-00469,Matched,3060.73,3060.73,0.00,
REC-00470,CRM-INV-00470,ACCT-INV-00470,Matched,3609.47,3609.47,0.00,
REC-00471,CRM-INV-00471,ACCT-INV-00471,Matched,4821.12,4821.12,0.00,
REC-00472,CRM-INV-00472,ACCT-INV-00472,Matched,3515.44,3515.44,0.00,
REC-00473,CRM-INV-00473,ACCT-INV-00473,Matched,1850.92,1850.92,0.00,
REC-00474,CRM-INV-00474,ACCT-INV-00474,Matched,5948.32,5948.32,0.00,
REC-00475,CRM-INV-00475,ACCT-INV-00475,Matched,5913.17,5913.17,0.00,
REC-00476,CRM-INV-00476,ACCT-INV-00476,Matched,822.15,822.15,0.00,
REC-00477,CRM-INV-00477,ACCT-INV-00477,Matched,786.89,786.89,0.00,
REC-00478,CRM-INV-00478,ACCT-INV-00478,Matched,378.56,378.56,0.00,
REC-00479,CRM-INV-00479,ACCT-INV-00479,Matched,3661.62,3661.62,0.00,
REC-00480,CRM-INV-00480,ACCT-INV-00480,Matched,3328.86,3328.86,0.00,
REC-00481,CRM-INV-00481,ACCT-INV-00481,Matched,5423.55,5423.55,0.00,
REC-00482,CRM-INV-00482,ACCT-INV-00482,Matched,5106.80,5106.80,0.00,
REC-00483,CRM-INV-00483,ACCT-INV-00483,Matched,1327.99,1327.99,0.00,
REC-00484,CRM-INV-00484,ACCT-INV-00484,Matched,655.11,655.11,0.00,
REC-00485,CRM-INV-00485,ACCT-INV-00485,Matched,3586.98,3586.98,0.00,
REC-00486,CRM-INV-00486,ACCT-INV-00486,Matched,4243.40,4243.40,0.00,
REC-00487,CRM-INV-00487,ACCT-INV-00487,Matched,2246.01,2246.01,0.00,
REC-00488,CRM-INV-00488,ACCT-INV-00488,Matched,5737.67,5737.67,0.00,
REC-00489,CRM-INV-00489,ACCT-INV-00489,Matched,1154.92,1154.92,0.00,
REC-00490,CRM-INV-00490,ACCT-INV-00490,Matched,1562.80,1562.80,0.00,
REC-00491,CRM-INV-00491,ACCT-INV-00491,Matched,3287.58,3287.58,0.00,
REC-00492,CRM-INV-00492,ACCT-INV-00492,Matched,2605.93,2605.93,0.00,
REC-00493,CRM-INV-00493,ACCT-INV-00493,Matched,4801.48,4801.48,0.00,
REC-00494,CRM-INV-00494,ACCT-INV-00494,Matched,3137.40,3137.40,0.00,
REC-00495,CRM-INV-00495,ACCT-INV-00495,Matched,4538.41,4538.41,0.00,
REC-00496,CRM-INV-00496,ACCT-INV-00496,Matched,3040.82,3040.82,0.00,
REC-00497,CRM-INV-00497,ACCT-INV-00497,Matched,3662.93,3662.93,0.00,
REC-00498,CRM-INV-00498,ACCT-INV-00498,Matched,1802.15,1802.15,0.00,
REC-00499,CRM-INV-00499,ACCT-INV-00499,Matched,1007.78,1007.78,0.00,
REC-00500,CRM-INV-00500,ACCT-INV-00500,Matched,4746.64,4746.64,0.00,
REC-00501,CRM-INV-00501,ACCT-INV-00501,Matched,3141.89,3141.89,0.00,
REC-00502,CRM-INV-00502,ACCT-INV-00502,Matched,1913.49,1913.49,0.00,
REC-00503,CRM-INV-00503,ACCT-INV-00503,Matched,1767.11,1767.11,0.00,
REC-00504,CRM-INV-00504,ACCT-INV-00504,Matched,4242.21,4242.21,0.00,
REC-00505,CRM-INV-00505,ACCT-INV-00505,Matched,3308.37,3308.37,0.00,
REC-00506,CRM-INV-00506,ACCT-INV-00506,Matched,3267.94,3267.94,0.00,
REC-00507,CRM-INV-00507,ACCT-INV-00507,Matched,4903.02,4903.02,0.00,
REC-00508,CRM-INV-00508,ACCT-INV-00508,Matched,1826.22,1826.22,0.00,
REC-00509,CRM-INV-00509,ACCT-INV-00509,Matched,338.44,338.44,0.00,
REC-00510,CRM-INV-00510,ACCT-INV-00510,Matched,895.88,895.88,0.00,
REC-00511,CRM-INV-00511,ACCT-INV-00511,Matched,5341.80,5341.80,0.00,
REC-00512,CRM-INV-00512,ACCT-INV-00512,Matched,3182.31,3182.31,0.00,
REC-00513,CRM-INV-00513,ACCT-INV-00513,Matched,2832.73,2832.73,0.00,
REC-00514,CRM-INV-00514,ACCT-INV-00514,Matched,1922.48,1922.48,0.00,
REC-00515,CRM-INV-00515,ACCT-INV-00515,Matched,6085.96,6085.96,0.00,
REC-00516,CRM-INV-00516,ACCT-INV-00516,Matched,761.60,761.60,0.00,
REC-00517,CRM-INV-00517,ACCT-INV-00517,Matched,3515.07,3515.07,0.00,
REC-00518,CRM-INV-00518,ACCT-INV-00518,Matched,7075.55,7075.55,0.00,
REC-00519,CRM-INV-00519,ACCT-INV-00519,Matched,4764.16,4764.16,0.00,
REC-00520,CRM-INV-00520,ACCT-INV-00520,Matched,688.35,688.35,0.00,
REC-00521,CRM-INV-00521,ACCT-INV-00521,Matched,323.70,323.70,0.00,
REC-00522,CRM-INV-00522,ACCT-INV-00522,Matched,4300.55,4300.55,0.00,
REC-00523,CRM-INV-00523,ACCT-INV-00523,Matched,5132.80,5132.80,0.00,
REC-00524,CRM-INV-00524,ACCT-INV-00524,Matched,6093.18,6093.18,0.00,
REC-00525,CRM-INV-00525,ACCT-INV-00525,Matched,107.90,107.90,0.00,
REC-00526,CRM-INV-00526,ACCT-INV-00526,Matched,1512.00,1512.00,0.00,
REC-00527,CRM-INV-00527,ACCT-INV-00527,Matched,2894.40,2894.40,0.00,
REC-00528,CRM-INV-00528,ACCT-INV-00528,Matched,2982.92,2982.92,0.00,
REC-00529,CRM-INV-00529,ACCT-INV-00529,Matched,3711.17,3711.17,0.00,
REC-00530,CRM-INV-00530,ACCT-INV-00530,Matched,6536.75,6536.75,0.00,
REC-00531,CRM-INV-00531,ACCT-INV-00531,Credit Note Issue,1824.26,9121.29,7297.03,Credit note not posted to accounting
REC-00532,CRM-INV-00532,ACCT-INV-00532,Matched,2710.85,2710.85,0.00,
REC-00533,CRM-INV-00533,ACCT-INV-00533,Matched,952.08,952.08,0.00,
REC-00534,CRM-INV-00534,ACCT-INV-00534,Matched,2641.66,2641.66,0.00,
REC-00535,CRM-INV-00535,ACCT-INV-00535,Variance,2389.14,2810.73,421.59,Pricing difference - promotional discount not applied in accounting
REC-00536,CRM-INV-00536,ACCT-INV-00536,Matched,4469.36,4469.36,0.00,
REC-00537,CRM-INV-00537,ACCT-INV-00537,Matched,6927.54,6927.54,0.00,
REC-00538,CRM-INV-00538,ACCT-INV-00538,Matched,5008.77,5008.77,0.00,
REC-00539,CRM-INV-00539,ACCT-INV-00539,Matched,4719.44,4719.44,0.00,
REC-00540,CRM-INV-00540,ACCT-INV-00540,Matched,6426.35,6426.35,0.00,
REC-00541,CRM-INV-00541,ACCT-INV-00541,Matched,4589.46,4589.46,0.00,
REC-00542,CRM-INV-00542,ACCT-INV-00542,Matched,874.14,874.14,0.00,
REC-00543,CRM-INV-00543,ACCT-INV-00543,Matched,2032.10,2032.10,0.00,
REC-00544,CRM-INV-00544,ACCT-INV-00544,Matched,1598.63,1598.63,0.00,
REC-00545,CRM-INV-00545,ACCT-INV-00545,Matched,3709.90,3709.90,0.00,
REC-00546,CRM-INV-00546,ACCT-INV-00546,Matched,5052.30,5052.30,0.00,
REC-00547,CRM-INV-00547,ACCT-INV-00547,Matched,1695.21,1695.21,0.00,
REC-00548,CRM-INV-00548,ACCT-INV-00548,Matched,5674.87,5674.87,0.00,
REC-00549,CRM-INV-00549,ACCT-INV-00549,Matched,1559.47,1559.47,0.00,
REC-00550,CRM-INV-00550,ACCT-INV-00550,Matched,2327.55,2327.55,0.00,
REC-00551,CRM-INV-00551,ACCT-INV-00551,Matched,6905.24,6905.24,0.00,
REC-00552,CRM-INV-00552,ACCT-INV-00552,Matched,5141.68,5141.68,0.00,
REC-00553,CRM-INV-00553,ACCT-INV-00553,Matched,3813.81,3813.81,0.00,
REC-00554,CRM-INV-00554,ACCT-INV-00554,Variance,868.87,1022.21,153.34,Pricing difference - promotional discount not applied in accounting
REC-00555,CRM-INV-00555,ACCT-INV-00555,Matched,2826.65,2826.65,0.00,
REC-00556,CRM-INV-00556,ACCT-INV-00556,Matched,3327.18,3327.18,0.00,
REC-00557,CRM-INV-00557,ACCT-INV-00557,Matched,4251.52,4251.52,0.00,
REC-00558,CRM-INV-00558,ACCT-INV-00558,Matched,2918.62,2918.62,0.00,
REC-00559,CRM-INV-00559,ACCT-INV-00559,Matched,4376.09,4376.09,0.00,
REC-00560,CRM-INV-00560,ACCT-INV-00560,Matched,4266.60,4266.60,0.00,
REC-00561,CRM-INV-00561,ACCT-INV-00561,Matched,4049.78,4049.78,0.00,
REC-00562,CRM-INV-00562,ACCT-INV-00562,Matched,4286.76,4286.76,0.00,
REC-00563,CRM-INV-00563,ACCT-INV-00563,Matched,1969.40,1969.40,0.00,
REC-00564,CRM-INV-00564,ACCT-INV-00564,Matched,2884.04,2884.04,0.00,
REC-00565,CRM-INV-00565,ACCT-INV-00565,Matched,3376.20,3376.20,0.00,
REC-00566,CRM-INV-00566,ACCT-INV-00566,Matched,1368.37,1368.37,0.00,
REC-00567,CRM-INV-00567,ACCT-INV-00567,Matched,2532.80,2532.80,0.00,
REC-00568,CRM-INV-00568,ACCT-INV-00568,Matched,665.97,665.97,0.00,
REC-00569,CRM-INV-00569,ACCT-INV-00569,Matched,6301.44,6301.44,0.00,
REC-00570,CRM-INV-00570,ACCT-INV-00570,Matched,2760.86,2760.86,0.00,
REC-00571,CRM-INV-00571,ACCT-INV-00571,Matched,3935.32,3935.32,0.00,
REC-00572,CRM-INV-00572,ACCT-INV-00572,Matched,1298.37,1298.37,0.00,
REC-00573,CRM-INV-00573,ACCT-INV-00573,Matched,5059.70,5059.70,0.00,
REC-00574,CRM-INV-00574,ACCT-INV-00574,Matched,4114.67,4114.67,0.00,
REC-00575,CRM-INV-00575,ACCT-INV-00575,Matched,2209.24,2209.24,0.00,
REC-00576,CRM-INV-00576,ACCT-INV-00576,Matched,2716.86,2716.86,0.00,
REC-00577,CRM-INV-00577,ACCT-INV-00577,Matched,2027.58,2027.58,0.00,
REC-00578,CRM-INV-00578,ACCT-INV-00578,Matched,2750.70,2750.70,0.00,
REC-00579,CRM-INV-00579,ACCT-INV-00579,Variance,17294.84,20346.68,3051.84,Pricing difference - promotional discount not applied in accounting
REC-00580,CRM-INV-00580,ACCT-INV-00580,Matched,3157.81,3157.81,0.00,
REC-00581,CRM-INV-00581,ACCT-INV-00581,Matched,2268.84,2268.84,0.00,
REC-00582,CRM-INV-00582,ACCT-INV-00582,Matched,430.52,430.52,0.00,
REC-00583,CRM-INV-00583,ACCT-INV-00583,Matched,6334.59,6334.59,0.00,
REC-00584,CRM-INV-00584,ACCT-INV-00584,Matched,496.52,496.52,0.00,
REC-00585,CRM-INV-00585,ACCT-INV-00585,Matched,5395.56,5395.56,0.00,
REC-00586,CRM-INV-00586,ACCT-INV-00586,Matched,4815.84,4815.84,0.00,
REC-00587,CRM-INV-00587,ACCT-INV-00587,Matched,7859.54,7859.54,0.00,
REC-00588,CRM-INV-00588,ACCT-INV-00588,Matched,1528.28,1528.28,0.00,
REC-00589,CRM-INV-00589,ACCT-INV-00589,Matched,4662.38,4662.38,0.00,
REC-00590,CRM-INV-00590,ACCT-INV-00590,Matched,3380.23,3380.23,0.00,
REC-00591,CRM-INV-00591,ACCT-INV-00591,Matched,6744.90,6744.90,0.00,
REC-00592,CRM-INV-00592,ACCT-INV-00592,Matched,6337.27,6337.27,0.00,
REC-00593,CRM-INV-00593,ACCT-INV-00593,Matched,1987.97,1987.97,0.00,
REC-00594,CRM-INV-00594,ACCT-INV-00594,Matched,5943.72,5943.72,0.00,
REC-00595,CRM-INV-00595,ACCT-INV-00595,Matched,3685.61,3685.61,0.00,
REC-00596,CRM-INV-00596,ACCT-INV-00596,Matched,3140.24,3140.24,0.00,
