acct_invoice_id,customer_id,crm_invoice_id,invoice_date,total_amount,status
ACCT-INV-00320,CUST-0116,CRM-INV-00320,2026-01-15,1910.38,Posted
ACCT-INV-00321,CUST-0057,CRM-INV-00321,2026-01-07,3969.81,Posted
ACCT-INV-00322,CUST-0040,CRM-INV-00322,2026-01-05,4975.55,Posted
ACCT-INV-00323,CUST-0146,CRM-INV-00323,2026-01-30,1318.34,Posted
ACCT-INV-00324,CUST-0045,CRM-INV-00324,2026-01-16,4643.97,Posted
ACCT-INV-00325,CUST-0031,CRM-INV-00325,2026-01-28,568.86,Posted
ACCT-INV-00326,CUST-0135,CRM-INV-00326,2026-01-02,1350.17,Posted
ACCT-INV-00327,CUST-0101,CRM-INV-00327,2026-01-15,3100.89,Posted
ACCT-INV-00328,CUST-0191,CRM-INV-00328,2026-01-02,7395.03,Posted
ACCT-INV-00329,CUST-0051,CRM-INV-00329,2026-01-16,5447.44,Posted
ACCT-INV-00330,CUST-0148,CRM-INV-00330,2026-01-03,395.64,Posted
ACCT-INV-00331,CUST-0090,CRM-INV-00331,2026-01-07,2358.56,Posted
ACCT-INV-00333,CUST-0040,CRM-INV-00333,2026-01-25,309.23,Posted
ACCT-INV-00334,CUST-0159,CRM-INV-00334,2026-01-30,621.41,Posted
ACCT-INV-00335,CUST-0121,CRM-INV-00335,2026-01-01,6778.21,Posted
ACCT-INV-00336,CUST-0037,CRM-INV-00336,2026-01-23,339.40,Posted
ACCT-INV-00337,CUST-0016,CRM-INV-00337,2026-01-10,2350.75,Posted
ACCT-INV-00339,CUST-0098,CRM-INV-00339,2026-01-17,1733.20,Posted
ACCT-INV-00340,CUST-0137,CRM-INV-00340,2026-01-03,3978.10,Posted
ACCT-INV-00341,CUST-0136,CRM-INV-00341,2026-01-10,7375.98,Posted
ACCT-INV-00342,CUST-0091,CRM-INV-00342,2026-01-21,3569.50,Posted
ACCT-INV-00343,CUST-0072,CRM-INV-00343,2026-01-08,9403.32,Posted
ACCT-INV-00344,CUST-0098,CRM-INV-00344,2026-01-17,5005.46,Posted
ACCT-INV-00345,CUST-0034,CRM-INV-00345,2026-01-07,1937.46,Posted
ACCT-INV-00346,CUST-0135,CRM-INV-00346,2026-01-30,990.03,Posted
ACCT-INV-00347,CUST-0143,CRM-INV-00347,2026-01-18,2180.40,Posted
ACCT-INV-00348,CUST-0038,CRM-INV-00348,2026-01-24,952.08,Posted
ACCT-INV-00349,CUST-0106,CRM-INV-00349,2026-01-31,6497.04,Posted
ACCT-INV-00350,CUST-0196,CRM-INV-00350,2026-01-20,5005.93,Posted
ACCT-INV-00351,CUST-0155,CRM-INV-00351,2026-01-16,7344.70,Posted
ACCT-INV-00352,CUST-0009,CRM-INV-00352,2026-01-14,2704.94,Posted
ACCT-INV-00353,CUST-0172,CRM-INV-00353,2026-01-07,2191.04,Posted
ACCT-INV-00354,CUST-0118,CRM-INV-00354,2026-01-29,1251.72,Posted
ACCT-INV-00355,CUST-0098,CRM-INV-00355,2026-01-24,4231.31,Posted
ACCT-INV-00356,CUST-0011,CRM-INV-00356,2026-01-29,3366.47,Posted
ACCT-INV-00357,CUST-0133,CRM-INV-00357,2026-01-25,666.65,Posted
ACCT-INV-00358,CUST-0078,CRM-INV-00358,2026-01-25,2155.17,Posted
ACCT-INV-00359,CUST-0037,CRM-INV-00359,2026-01-15,5326.75,Posted
ACCT-INV-00360,CUST-0117,CRM-INV-00360,2026-01-19,2948.40,Posted
ACCT-INV-00361,CUST-0183,CRM-INV-00361,2026-01-26,1037.86,Posted
ACCT-INV-00362,CUST-0163,CRM-INV-00362,2026-01-12,1451.66,Posted
ACCT-INV-00363,CUST-0131,CRM-INV-00363,2026-01-20,3420.19,Posted
ACCT-INV-00364,CUST-0145,CRM-INV-00364,2026-01-28,475.41,Posted
ACCT-INV-00365,CUST-0080,CRM-INV-00365,2026-01-24,15958.41,Posted
ACCT-INV-00366,CUST-0004,CRM-INV-00366,2026-01-15,7625.43,Posted
ACCT-INV-00367,CUST-0114,CRM-INV-00367,2026-01-03,2946.74,Posted
ACCT-INV-00368,CUST-0010,CRM-INV-00368,2026-01-05,282.60,Posted
ACCT-INV-00369,CUST-0023,CRM-INV-00369,2026-01-02,423.54,Posted
ACCT-INV-00370,CUST-0073,CRM-INV-00370,2026-01-20,2170.26,Posted
ACCT-INV-00371,CUST-0018,CRM-INV-00371,2026-01-25,2213.73,Posted
ACCT-INV-00372,CUST-0106,CRM-INV-00372,2026-01-17,799.21,Posted
ACCT-INV-00373,CUST-0187,CRM-INV-00373,2026-01-21,9207.03,Posted
ACCT-INV-00374,CUST-0162,CRM-INV-00374,2026-01-16,3233.53,Posted
ACCT-INV-00375,CUST-0031,CRM-INV-00375,2026-01-24,1097.00,Posted
ACCT-INV-00376,CUST-0144,CRM-INV-00376,2026-01-26,1774.01,Posted
ACCT-INV-00377,CUST-0018,CRM-INV-00377,2026-01-10,4771.70,Posted
ACCT-INV-00378,CUST-0186,CRM-INV-00378,2026-01-19,4268.68,Posted
ACCT-INV-00379,CUST-0161,CRM-INV-00379,2026-01-15,2721.37,Posted
ACCT-INV-00380,CUST-0176,CRM-INV-00380,2026-01-11,2964.80,Posted
ACCT-INV-00381,CUST-0043,CRM-INV-00381,2026-01-19,5740.66,Posted
ACCT-INV-00382,CUST-0023,CRM-INV-00382,2026-01-16,11058.24,Posted
ACCT-INV-00383,CUST-0045,CRM-INV-00383,2026-01-04,3293.69,Posted
ACCT-INV-00384,CUST-0129,CRM-INV-00384,2026-01-05,2810.92,Posted
ACCT-INV-00385,CUST-0037,CRM-INV-00385,2026-01-25,1396.53,Posted
ACCT-INV-00386,CUST-0010,CRM-INV-00386,2026-01-15,4659.03,Posted
ACCT-INV-00387,CUST-0027,CRM-INV-00387,2026-01-17,3393.03,Posted
ACCT-INV-00389,CUST-0030,CRM-INV-00389,2026-01-01,2983.68,Posted
ACCT-INV-00390,CUST-0044,CRM-INV-00390,2026-01-03,1961.33,Posted
ACCT-INV-00391,CUST-0173,CRM-INV-00391,2026-01-02,422.65,Posted
ACCT-INV-00392,CUST-0101,CRM-INV-00392,2026-01-06,6384.05,Posted
ACCT-INV-00393,CUST-0024,CRM-INV-00393,2026-01-27,6455.10,Posted
ACCT-INV-00394,CUST-0158,CRM-INV-00394,2026-01-09,3434.41,Posted
ACCT-INV-00395,CUST-0017,CRM-INV-00395,2026-01-16,9511.00,Posted
ACCT-INV-00396,CUST-0044,CRM-INV-00396,2026-01-10,2715.34,Posted
ACCT-INV-00397,CUST-0167,CRM-INV-00397,2026-01-03,5687.03,Posted
ACCT-INV-00398,CUST-0124,CRM-INV-00398,2026-01-13,985.36,Posted
ACCT-INV-00399,CUST-0152,CRM-INV-00399,2026-01-14,3567.92,Posted
ACCT-INV-00400,CUST-0153,CRM-INV-00400,2026-01-15,2714.68,Posted
ACCT-INV-00401,CUST-0028,CRM-INV-00401,2026-01-22,3744.22,Posted
ACCT-INV-00402,CUST-0170,CRM-INV-00402,2026-01-05,6164.12,Posted
ACCT-INV-00403,CUST-0174,CRM-INV-00403,2026-01-10,4412.07,Posted
ACCT-INV-00404,CUST-0141,CRM-INV-00404,2026-01-31,201.30,Posted
ACCT-INV-00405,CUST-0073,CRM-INV-00405,2026-01-28,2184.98,Posted
ACCT-INV-00406,CUST-0101,CRM-INV-00406,2026-01-21,3848.92,Posted
ACCT-INV-00407,CUST-0122,CRM-INV-00407,2026-01-05,5915.14,Posted
ACCT-INV-00408,CUST-0172,CRM-INV-00408,2026-01-05,988.14,Posted
ACCT-INV-00409,CUST-0125,CRM-INV-00409,2026-01-22,4327.95,Posted
ACCT-INV-00410,CUST-0109,CRM-INV-00410,2026-01-18,3587.68,Posted
ACCT-INV-00411,CUST-0061,CRM-INV-00411,2026-01-23,7494.58,Posted
ACCT-INV-00412,CUST-0124,CRM-INV-00412,2026-01-31,887.85,Posted
ACCT-INV-00413,CUST-0021,CRM-INV-00413,2026-01-17,4250.87,Posted
ACCT-INV-00414,CUST-0132,CRM-INV-00414,2026-01-29,1555.79,Posted
ACCT-INV-00415,CUST-0153,CRM-INV-00415,2026-01-24,3576.61,Posted
ACCT-INV-00416,CUST-0169,CRM-INV-00416,2026-01-10,5025.89,Posted
ACCT-INV-00417,CUST-0066,CRM-INV-00417,2026-01-01,1172.10,Posted
ACCT-INV-00418,CUST-0190,CRM-INV-00418,2026-01-05,3243.62,Posted
ACCT-INV-00419,CUST-0022,CRM-INV-00419,2026-01-31,4158.40,Posted
ACCT-INV-00420,CUST-0061,CRM-INV-00420,2026-01-22,4413.44,Posted
ACCT-INV-00421,CUST-0119,CRM-INV-00421,2026-01-13,6921.03,Posted
ACCT-INV-00422,CUST-0112,CRM-INV-00422,2026-01-01,4560.90,Posted
ACCT-INV-00423,CUST-0137,CRM-INV-00423,2026-01-21,3675.19,Posted
ACCT-INV-00424,CUST-0150,CRM-INV-00424,2026-01-13,4405.44,Posted
ACCT-INV-00425,CUST-0003,CRM-INV-00425,2026-01-22,364.08,Posted
ACCT-INV-00426,CUST-0135,CRM-INV-00426,2026-01-04,4156.73,Posted
ACCT-INV-00427,CUST-0015,CRM-INV-00427,2026-01-31,4720.30,Posted
ACCT-INV-00428,CUST-0179,CRM-INV-00428,2026-01-06,1233.12,Posted
ACCT-INV-00429,CUST-0071,CRM-INV-00429,2026-01-25,1933.57,Posted
ACCT-INV-00430,CUST-0086,CRM-INV-00430,2026-01-02,2873.18,Posted
ACCT-INV-00431,CUST-0046,CRM-INV-00431,2026-01-21,13992.95,Posted
ACCT-INV-00432,CUST-0184,CRM-INV-00432,2026-01-09,31.64,Posted
ACCT-INV-00433,CUST-0187,CRM-INV-00433,2026-01-09,5550.11,Posted
ACCT-INV-00434,CUST-0101,CRM-INV-00434,2026-01-19,3863.12,Posted
ACCT-INV-00435,CUST-0104,CRM-INV-00435,2026-01-28,257.68,Posted
ACCT-INV-00436,CUST-0177,CRM-INV-00436,2026-01-27,4400.79,Posted
ACCT-INV-00437,CUST-0088,CRM-INV-00437,2026-01-03,3705.84,Posted
ACCT-INV-00438,CUST-0100,CRM-INV-00438,2026-01-29,1748.28,Posted
ACCT-INV-00439,CUST-0162,CRM-INV-00439,2026-01-15,467.87,Posted
ACCT-INV-00440,CUST-0152,CRM-INV-00440,2026-01-08,4755.35,Posted
ACCT-INV-00441,CUST-0087,CRM-INV-00441,2026-01-26,577.46,Posted
ACCT-INV-00442,CUST-0168,CRM-INV-00442,2026-01-22,1939.65,Posted
ACCT-INV-00443,CUST-0159,CRM-INV-00443,2026-01-02,1595.55,Posted
ACCT-INV-00444,CUST-0079,CRM-INV-00444,2026-01-27,371.25,Posted
ACCT-INV-00445,CUST-0017,CRM-INV-00445,2026-01-27,2473.84,Posted
ACCT-INV-00446,CUST-0158,CRM-INV-00446,2026-01-08,3135.58,Posted
ACCT-INV-00448,CUST-0152,CRM-INV-00448,2026-01-06,3303.78,Posted
ACCT-INV-00449,CUST-0095,CRM-INV-00449,2026-01-18,615.59,Posted
ACCT-INV-00450,CUST-0162,CRM-INV-00450,2026-01-20,4434.58,Posted
ACCT-INV-00451,CUST-0181,CRM-INV-00451,2026-01-21,2884.73,Posted
ACCT-INV-00452,CUST-0106,CRM-INV-00452,2026-01-08,1594.92,Posted
ACCT-INV-00453,CUST-0157,CRM-INV-00453,2026-01-31,5536.22,Posted
ACCT-INV-00454,CUST-0002,CRM-INV-00454,2026-01-18,681.42,Posted
ACCT-INV-00455,CUST-0195,CRM-INV-00455,2026-01-18,5123.80,Posted
ACCT-INV-00456,CUST-0041,CRM-INV-00456,2026-01-22,1149.90,Posted
ACCT-INV-00457,CUST-0112,CRM-INV-00457,2026-01-09,1965.52,Posted
ACCT-INV-00458,CUST-0046,CRM-INV-00458,2026-01-06,949.32,Posted
ACCT-INV-00459,CUST-0061,CRM-INV-00459,2026-01-24,5899.74,Posted
ACCT-INV-00460,CUST-0026,CRM-INV-00460,2026-01-08,2362.52,Posted
ACCT-INV-00461,CUST-0157,CRM-INV-00461,2026-01-15,5212.22,Posted
ACCT-INV-00462,CUST-0162,CRM-INV-00462,2026-01-12,3147.73,Posted
ACCT-INV-00463,CUST-0029,CRM-INV-00463,2026-01-28,5089.07,Posted
ACCT-INV-00464,CUST-0164,CRM-INV-00464,2026-01-31,11200.94,Posted
ACCT-INV-00465,CUST-0110,CRM-INV-00465,2026-01-24,1931.62,Posted
ACCT-INV-00466,CUST-0152,CRM-INV-00466,2026-01-31,162.32,Posted
ACCT-INV-00467,CUST-0121,CRM-INV-00467,2026-01-24,19119.76,Posted
ACCT-INV-00468,CUST-0004,CRM-INV-00468,2026-01-23,6664.21,Posted
ACCT-INV-00469,CUST-0042,CRM-INV-00469,2026-01-23,3060.73,Posted
ACCT-INV-00470,CUST-0095,CRM-INV-00470,2026-01-21,3609.47,Posted
ACCT-INV-00471,CUST-0193,CRM-INV-00471,2026-01-09,4821.12,Posted
ACCT-INV-00472,CUST-0029,CRM-INV-00472,2026-01-13,3515.44,Posted
ACCT-INV-00473,CUST-0199,CRM-INV-00473,2026-01-07,1850.92,Posted
ACCT-INV-00474,CUST-0189,CRM-INV-00474,2026-01-31,5948.32,Posted
ACCT-INV-00475,CUST-0089,CRM-INV-00475,2026-01-15,5913.17,Posted
ACCT-INV-00476,CUST-0118,CRM-INV-00476,2026-01-03,822.15,Posted
ACCT-INV-00477,CUST-0020,CRM-INV-00477,2026-01-04,786.89,Posted
ACCT-INV-00478,CUST-0053,CRM-INV-00478,2026-01-17,378.56,Posted
ACCT-INV-00479,CUST-0139,CRM-INV-00479,2026-01-30,3661.62,Posted
ACCT-INV-00480,CUST-0006,CRM-INV-00480,2026-01-10,3328.86,Posted
ACCT-INV-00481,CUST-0088,CRM-INV-00481,2026-01-21,5423.55,Posted
ACCT-INV-00482,CUST-0079,CRM-INV-00482,2026-01-06,5106.80,Posted
ACCT-INV-00483,CUST-0073,CRM-INV-00483,2026-01-15,1327.99,Posted
ACCT-INV-00484,CUST-0045,CRM-INV-00484,2026-01-27,655.11,Posted
ACCT-INV-00485,CUST-0148,CRM-INV-00485,2026-01-05,3586.98,Posted
ACCT-INV-00486,CUST-0038,CRM-INV-00486,2026-01-12,4243.40,Posted
ACCT-INV-00487,CUST-0118,CRM-INV-00487,2026-01-30,2246.01,Posted
ACCT-INV-00488,CUST-0075,CRM-INV-00488,2026-01-31,5737.67,Posted
ACCT-INV-00489,CUST-0030,CRM-INV-00489,2026-01-10,1154.92,Posted
ACCT-INV-00490,CUST-0024,CRM-INV-00490,2026-01-11,1562.80,Posted
ACCT-INV-00491,CUST-0057,CRM-INV-00491,2026-01-26,3287.58,Posted
ACCT-INV-00492,CUST-0101,CRM-INV-00492,2026-01-07,2605.93,Posted
ACCT-INV-00493,CUST-0096,CRM-INV-00493,2026-01-01,4801.48,Posted
ACCT-INV-00494,CUST-0114,CRM-INV-00494,2026-01-24,3137.40,Posted
ACCT-INV-00495,CUST-0078,CRM-INV-00495,2026-01-16,4538.41,Posted
ACCT-INV-00496,CUST-0182,CRM-INV-00496,2026-01-19,3040.82,Posted
ACCT-INV-00497,CUST-0011,CRM-INV-00497,2026-01-27,3662.93,Posted
ACCT-INV-00498,CUST-0040,CRM-INV-00498,2026-01-09,1802.15,Posted
ACCT-INV-00499,CUST-0177,CRM-INV-00499,2026-01-21,1007.78,Posted
ACCT-INV-00500,CUST-0018,CRM-INV-00500,2026-01-20,4746.64,Posted
ACCT-INV-00501,CUST-0031,CRM-INV-00501,2026-01-12,3141.89,Posted
ACCT-INV-00502,CUST-0014,CRM-INV-00502,2026-01-09,1913.49,Posted
ACCT-INV-00503,CUST-0197,CRM-INV-00503,2026-01-21,1767.11,Posted
ACCT-INV-00504,CUST-0081,CRM-INV-00504,2026-01-27,4242.21,Posted
ACCT-INV-00505,CUST-0073,CRM-INV-00505,2026-01-12,3308.37,Posted
ACCT-INV-00506,CUST-0144,CRM-INV-00506,2026-01-20,3267.94,Posted
ACCT-INV-00507,CUST-0093,CRM-INV-00507,2026-01-05,4903.02,Posted
ACCT-INV-00508,CUST-0037,CRM-INV-00508,2026-01-23,1826.22,Posted
ACCT-INV-00509,CUST-0109,CRM-INV-00509,2026-01-23,338.44,Posted
ACCT-INV-00510,CUST-0194,CRM-INV-00510,2026-01-14,895.88,Posted
ACCT-INV-00511,CUST-0169,CRM-INV-00511,2026-01-17,5341.80,Posted
ACCT-INV-00512,CUST-0155,CRM-INV-00512,2026-01-07,3182.31,Posted
ACCT-INV-00513,CUST-0129,CRM-INV-00513,2026-01-25,2832.73,Posted
ACCT-INV-00514,CUST-0138,CRM-INV-00514,2026-01-01,1922.48,Posted
ACCT-INV-00515,CUST-0151,CRM-INV-00515,2026-01-06,6085.96,Posted
ACCT-INV-00516,CUST-0195,CRM-INV-00516,2026-01-11,761.60,Posted
ACCT-INV-00517,CUST-0127,CRM-INV-00517,2026-01-25,3515.07,Posted
ACCT-INV-00518,CUST-0099,CRM-INV-00518,2026-01-10,7075.55,Posted
ACCT-INV-00519,CUST-0018,CRM-INV-00519,2026-01-29,4764.16,Posted
ACCT-INV-00520,CUST-0134,CRM-INV-00520,2026-01-22,688.35,Posted
ACCT-INV-00521,CUST-0178,CRM-INV-00521,2026-01-19,323.70,Posted
ACCT-INV-00522,CUST-0051,CRM-INV-00522,2026-01-11,4300.55,Posted
ACCT-INV-00523,CUST-0186,CRM-INV-00523,2026-01-16,5132.80,Posted
ACCT-INV-00524,CUST-0104,CRM-INV-00524,2026-01-16,6093.18,Posted
ACCT-INV-00525,CUST-0035,CRM-INV-00525,2026-01-01,107.90,Posted
ACCT-INV-00526,CUST-0128,CRM-INV-00526,2026-01-22,1512.00,Posted
ACCT-INV-00527,CUST-0084,CRM-INV-00527,2026-01-05,2894.40,Posted
ACCT-INV-00528,CUST-0052,CRM-INV-00528,2026-01-10,2982.92,Posted
ACCT-INV-00529,CUST-0031,CRM-INV-00529,2026-01-13,3711.17,Posted
ACCT-INV-00530,CUST-0043,CRM-INV-00530,2026-01-16,6536.75,Posted
ACCT-INV-00531,CUST-0176,CRM-INV-00531,2026-01-18,9121.29,Posted
ACCT-INV-00532,CUST-0091,CRM-INV-00532,2026-01-25,2710.85,Posted
ACCT-INV-00533,CUST-0190,CRM-INV-00533,2026-01-19,952.08,Posted
ACCT-INV-00534,CUST-0110,CRM-INV-00534,2026-01-12,2641.66,Posted
ACCT-INV-00535,CUST-0152,CRM-INV-00535,2026-01-03,2810.73,Posted
ACCT-INV-00536,CUST-0006,CRM-INV-00536,2026-01-18,4469.36,Posted
ACCT-INV-00537,CUST-0179,CRM-INV-00537,2026-01-16,6927.54,Posted
ACCT-INV-00538,CUST-0129,CRM-INV-00538,2026-01-26,5008.77,Posted
ACCT-INV-00539,CUST-0020,CRM-INV-00539,2026-01-27,4719.44,Posted
ACCT-INV-00540,CUST-0070,CRM-INV-00540,2026-01-03,6426.35,Posted
ACCT-INV-00541,CUST-0139,CRM-INV-00541,2026-01-11,4589.46,Posted
ACCT-INV-00542,CUST-0141,CRM-INV-00542,2026-01-06,874.14,Posted
ACCT-INV-00543,CUST-0055,CRM-INV-00543,2026-01-22,2032.10,Posted
ACCT-INV-00544,CUST-0039,CRM-INV-00544,2026-01-24,1598.63,Posted
ACCT-INV-00545,CUST-0069,CRM-INV-00545,2026-01-27,3709.90,Posted
ACCT-INV-00546,CUST-0050,CRM-INV-00546,2026-01-01,5052.30,Posted
ACCT-INV-00547,CUST-0010,CRM-INV-00547,2026-01-07,1695.21,Posted
ACCT-INV-00548,CUST-0072,CRM-INV-00548,2026-01-22,5674.87,Posted
ACCT-INV-00549,CUST-0105,CRM-INV-00549,2026-01-29,1559.47,Posted
ACCT-INV-00550,CUST-0129,CRM-INV-00550,2026-01-30,2327.55,Posted
ACCT-INV-00551,CUST-0024,CRM-INV-00551,2026-01-08,6905.24,Posted
ACCT-INV-00552,CUST-0071,CRM-INV-00552,2026-01-15,5141.68,Posted
ACCT-INV-00553,CUST-0064,CRM-INV-00553,2026-01-31,3813.81,Posted
ACCT-INV-00554,CUST-0156,CRM-INV-00554,2026-01-02,1022.21,Posted
ACCT-INV-00555,CUST-0099,CRM-INV-00555,2026-01-10,2826.65,Posted
ACCT-INV-00556,CUST-0101,CRM-INV-00556,2026-01-30,3327.18,Posted
ACCT-INV-00557,CUST-0042,CRM-INV-00557,2026-01-30,4251.52,Posted
ACCT-INV-00558,CUST-0106,CRM-INV-00558,2026-01-30,2918.62,Posted
ACCT-INV-00559,CUST-0091,CRM-INV-00559,2026-01-14,4376.09,Posted
ACCT-INV-00560,CUST-0035,CRM-INV-00560,2026-01-01,4266.60,Posted
ACCT-INV-00561,CUST-0176,CRM-INV-00561,2026-01-14,4049.78,Posted
ACCT-INV-00562,CUST-0084,CRM-INV-00562,2026-01-26,4286.76,Posted
ACCT-INV-00563,CUST-0147,CRM-INV-00563,2026-01-08,1969.40,Posted
ACCT-INV-00564,CUST-0119,CRM-INV-00564,2026-01-07,2884.04,Posted
ACCT-INV-00565,CUST-0039,CRM-INV-00565,2026-01-03,3376.20,Posted
ACCT-INV-00566,CUST-0127,CRM-INV-00566,2026-01-04,1368.37,Posted
ACCT-INV-00567,CUST-0127,CRM-INV-00567,2026-01-13,2532.80,Posted
ACCT-INV-00568,CUST-0073,CRM-INV-00568,2026-01-24,665.97,Posted
ACCT-INV-00569,CUST-0068,CRM-INV-00569,2026-01-08,6301.44,Posted
ACCT-INV-00570,CUST-0183,CRM-INV-00570,2026-01-13,2760.86,Posted
ACCT-INV-00571,CUST-0121,CRM-INV-00571,2026-01-30,3935.32,Posted
ACCT-INV-00572,CUST-0102,CRM-INV-00572,2026-01-22,1298.37,Posted
ACCT-INV-00573,CUST-0087,CRM-INV-00573,2026-01-29,5059.70,Posted
ACCT-INV-00574,CUST-0033,CRM-INV-00574,2026-01-16,4114.67,Posted
ACCT-INV-00575,CUST-0112,CRM-INV-00575,2026-01-29,2209.24,Posted
ACCT-INV-00576,CUST-0169,CRM-INV-00576,2026-01-21,2716.86,Posted
ACCT-INV-00577,CUST-0181,CRM-INV-00577,2026-01-15,2027.58,Posted
ACCT-INV-00578,CUST-0185,CRM-INV-00578,2026-01-28,2750.70,Posted
ACCT-INV-00579,CUST-0047,CRM-INV-00579,2026-01-27,20346.68,Posted
ACCT-INV-00580,CUST-0150,CRM-INV-00580,2026-01-07,3157.81,Posted
ACCT-INV-00581,CUST-0175,CRM-INV-00581,2026-01-04,2268.84,Posted
ACCT-INV-00582,CUST-0069,CRM-INV-00582,2026-01-20,430.52,Posted
ACCT-INV-00583,CUST-0116,CRM-INV-00583,2026-01-11,6334.59,Posted
ACCT-INV-00584,CUST-0066,CRM-INV-00584,2026-01-06,496.52,Posted
ACCT-INV-00585,CUST-0042,CRM-INV-00585,2026-01-13,5395.56,Posted
ACCT-INV-00586,CUST-0155,CRM-INV-00586,2026-01-05,4815.84,Posted
ACCT-INV-00587,CUST-0122,CRM-INV-00587,2026-01-09,7859.54,Posted
ACCT-INV-00588,CUST-0119,CRM-INV-00588,2026-01-22,1528.28,Posted
ACCT-INV-00589,CUST-0112,CRM-INV-00589,2026-01-03,4662.38,Posted
ACCT-INV-00590,CUST-0012,CRM-INV-00590,2026-01-17,3380.23,Posted
ACCT-INV-00591,CUST-0119,CRM-INV-00591,2026-01-22,6744.90,Posted
ACCT-INV-00592,CUST-0012,CRM-INV-00592,2026-01-03,6337.27,Posted
ACCT-INV-00593,CUST-0048,CRM-INV-00593,2026-01-07,1987.97,Posted
ACCT-INV-00594,CUST-0005,CRM-INV-00594,2026-01-01,5943.72,Posted
ACCT-INV-00595,CUST-0158,CRM-INV-00595,2026-01-12,3685.61,Posted
ACCT-INV-00596,CUST-0049,CRM-INV-00596,2026-01-28,3140.24,Posted
ACCT-INV-00597,CUST-0167,CRM-INV-00597,2026-01-08,4478.46,Posted
ACCT-INV-00598,CUST-0030,CRM-INV-00598,2026-01-06,4660.48,Posted
ACCT-INV-00599,CUST-0116,CRM-INV-00599,2026-01-19,4590.58,Posted
ACCT-INV-00600,CUST-0003,CRM-INV-00600,2026-01-04,4105.34,Posted
ACCT-INV-00601,CUST-0186,CRM-INV-00601,2026-01-20,2553.99,Posted
ACCT-INV-00602,CUST-0166,CRM-INV-00602,2026-01-14,7500.53,Posted
ACCT-INV-00603,CUST-0050,CRM-INV-00603,2026-01-16,4627.28,Posted
ACCT-INV-00604,CUST-0184,CRM-INV-00604,2026-01-22,5258.94,Posted
ACCT-INV-00605,CUST-0073,CRM-INV-00605,2026-01-23,452.16,Posted
ACCT-INV-00606,CUST-0052,CRM-INV-00606,2026-01-06,6831.67,Posted
ACCT-INV-00607,CUST-0092,CRM-INV-00607,2026-01-22,2400.48,Posted
ACCT-INV-00608,CUST-0159,CRM-INV-00608,2026-01-08,1578.32,Posted
ACCT-INV-00609,CUST-0088,CRM-INV-00609,2026-01-26,813.78,Posted
ACCT-INV-00610,CUST-0113,CRM-INV-00610,2026-01-26,2293.04,Posted
ACCT-INV-00611,CUST-0031,CRM-INV-00611,2026-01-28,2191.52,Posted
ACCT-INV-00612,CUST-0196,CRM-INV-00612,2026-01-17,4593.30,Posted
ACCT-INV-00613,CUST-0107,CRM-INV-00613,2026-01-25,1775.76,Posted
ACCT-INV-00614,CUST-0130,CRM-INV-00614,2026-01-06,2318.52,Posted
ACCT-INV-00615,CUST-0107,CRM-INV-00615,2026-01-12,3871.56,Posted
ACCT-INV-00616,CUST-0106,CRM-INV-00616,2026-01-30,2128.45,Posted
ACCT-INV-00617,CUST-0081,CRM-INV-00617,2026-01-13,424.00,Posted
ACCT-INV-00618,CUST-0165,CRM-INV-00618,2026-01-05,5578.41,Posted
ACCT-INV-00619,CUST-0136,CRM-INV-00619,2026-01-20,2657.69,Posted
ACCT-INV-00620,CUST-0160,CRM-INV-00620,2026-01-26,4533.42,Posted
ACCT-INV-00621,CUST-0086,CRM-INV-00621,2026-01-13,2808.17,Posted
ACCT-INV-00622,CUST-0080,CRM-INV-00622,2026-01-17,12892.03,Posted
ACCT-INV-00623,CUST-0062,CRM-INV-00623,2026-01-27,2278.83,Posted
ACCT-INV-00624,CUST-0067,CRM-INV-00624,2026-01-21,3590.42,Posted
ACCT-INV-00625,CUST-0191,CRM-INV-00625,2026-01-19,6080.16,Posted
ACCT-INV-00626,CUST-0133,CRM-INV-00626,2026-01-19,469.98,Posted
ACCT-INV-00627,CUST-0109,CRM-INV-00627,2026-01-27,7910.55,Posted
ACCT-INV-00628,CUST-0174,CRM-INV-00628,2026-01-17,5673.76,Posted
ACCT-INV-00629,CUST-0107,CRM-INV-00629,2026-01-27,4329.99,Posted
ACCT-INV-00630,CUST-0181,CRM-INV-00630,2026-01-17,5928.89,Posted
ACCT-INV-00631,CUST-0095,CRM-INV-00631,2026-01-19,3718.35,Posted
ACCT-INV-00632,CUST-0125,CRM-INV-00632,2026-01-01,2201.24,Posted
ACCT-INV-00633,CUST-0056,CRM-INV-00633,2026-01-06,3994.70,Posted
ACCT-INV-00634,CUST-0145,CRM-INV-00634,2026-01-15,3682.37,Posted
ACCT-INV-00635,CUST-0118,CRM-INV-00635,2026-01-25,6595.12,Posted
ACCT-INV-00636,CUST-0087,CRM-INV-00636,2026-01-18,452.16,Posted
ACCT-INV-00637,CUST-0166,CRM-INV-00637,2026-01-03,389.13,Posted
ACCT-INV-00638,CUST-0032,CRM-INV-00638,2026-01-21,5547.13,Posted
ACCT-INV-00639,CUST-0137,CRM-INV-00639,2026-01-06,592.72,Posted
ACCT-INV-00640,CUST-0181,CRM-INV-00640,2026-01-27,4575.49,Posted
ACCT-INV-00641,CUST-0007,CRM-INV-00641,2026-01-28,3614.76,Posted
