line_id,acct_invoice_id,product_id,quantity,unit_price,line_total
ACCT-LN-000825,ACCT-INV-00273,PROD-0031,7,312.14,2184.98
ACCT-LN-000826,ACCT-INV-00274,PROD-0061,1,422.03,422.03
ACCT-LN-000827,ACCT-INV-00274,PROD-0023,7,216.00,1512.00
ACCT-LN-000828,ACCT-INV-00275,PROD-0093,6,163.71,982.26
ACCT-LN-000829,ACCT-INV-00275,PROD-0063,5,474.66,2373.30
ACCT-LN-000830,ACCT-INV-00275,PROD-0033,1,450.15,450.15
ACCT-LN-000831,ACCT-INV-00275,PROD-0051,2,274.05,548.10
ACCT-LN-000832,ACCT-INV-00275,PROD-0089,3,60.13,180.39
ACCT-LN-000833,ACCT-INV-00276,PROD-0058,6,378.28,2269.68
ACCT-LN-000834,ACCT-INV-00277,PROD-0033,6,450.15,2700.90
ACCT-LN-000835,ACCT-INV-00277,PROD-0003,7,492.35,3446.45
ACCT-LN-000836,ACCT-INV-00277,PROD-0016,6,229.45,1376.70
ACCT-LN-000837,ACCT-INV-00277,PROD-0087,4,284.26,1137.04
ACCT-LN-000838,ACCT-INV-00277,PROD-0074,3,21.14,63.42
ACCT-LN-000839,ACCT-INV-00278,PROD-0087,8,284.26,2274.08
ACCT-LN-000840,ACCT-INV-00278,PROD-0100,8,37.08,296.64
ACCT-LN-000841,ACCT-INV-00278,PROD-0011,7,283.89,1987.23
ACCT-LN-000842,ACCT-INV-00279,PROD-0022,6,311.47,1868.82
ACCT-LN-000843,ACCT-INV-00279,PROD-0054,7,141.18,988.26
ACCT-LN-000844,ACCT-INV-00280,PROD-0044,4,246.34,985.36
ACCT-LN-000845,ACCT-INV-00280,PROD-0041,6,216.65,1299.90
ACCT-LN-000846,ACCT-INV-00281,PROD-0083,7,251.46,1760.22
ACCT-LN-000847,ACCT-INV-00281,PROD-0035,8,386.42,3091.36
ACCT-LN-000848,ACCT-INV-00281,PROD-0100,6,37.08,222.48
ACCT-LN-000849,ACCT-INV-00281,PROD-0096,8,366.42,2931.36
ACCT-LN-000850,ACCT-INV-00281,PROD-0053,3,80.81,242.43
ACCT-LN-000851,ACCT-INV-00282,PROD-0085,5,284.56,1422.80
ACCT-LN-000852,ACCT-INV-00282,PROD-0096,2,366.42,732.84
ACCT-LN-000853,ACCT-INV-00283,PROD-0009,8,364.08,2912.64
ACCT-LN-000854,ACCT-INV-00284,PROD-0068,2,207.38,414.76
ACCT-LN-000855,ACCT-INV-00284,PROD-0014,5,162.38,811.90
ACCT-LN-000856,ACCT-INV-00284,PROD-0080,3,150.28,450.84
ACCT-LN-000857,ACCT-INV-00284,PROD-0011,7,283.89,1987.23
ACCT-LN-000858,ACCT-INV-00285,PROD-0057,3,137.35,412.05
ACCT-LN-000859,ACCT-INV-00285,PROD-0017,3,399.96,1199.88
ACCT-LN-000860,ACCT-INV-00285,PROD-0004,1,107.19,107.19
ACCT-LN-000861,ACCT-INV-00286,PROD-0060,5,380.80,1904.00
ACCT-LN-000862,ACCT-INV-00286,PROD-0071,8,405.68,3245.44
ACCT-LN-000863,ACCT-INV-00286,PROD-0018,3,334.54,1003.62
ACCT-LN-000864,ACCT-INV-00286,PROD-0076,8,358.04,2864.32
ACCT-LN-000865,ACCT-INV-00287,PROD-0056,5,149.95,749.75
ACCT-LN-000866,ACCT-INV-00287,PROD-0045,8,380.44,3043.52
ACCT-LN-000867,ACCT-INV-00287,PROD-0070,4,64.42,257.68
ACCT-LN-000868,ACCT-INV-00287,PROD-0012,8,343.50,2748.00
ACCT-LN-000869,ACCT-INV-00287,PROD-0040,6,216.21,1297.26
ACCT-LN-000870,ACCT-INV-00288,PROD-0001,3,33.55,100.65
ACCT-LN-000871,ACCT-INV-00289,PROD-0089,8,60.13,481.04
ACCT-LN-000872,ACCT-INV-00290,PROD-0099,7,21.86,153.02
ACCT-LN-000873,ACCT-INV-00291,PROD-0071,6,405.68,2434.08
ACCT-LN-000874,ACCT-INV-00292,PROD-0032,3,221.97,665.91
ACCT-LN-000875,ACCT-INV-00292,PROD-0092,7,175.43,1228.01
ACCT-LN-000876,ACCT-INV-00292,PROD-0049,4,339.40,1357.60
ACCT-LN-000877,ACCT-INV-00292,PROD-0034,2,233.28,466.56
ACCT-LN-000878,ACCT-INV-00293,PROD-0089,5,60.13,300.65
ACCT-LN-000879,ACCT-INV-00293,PROD-0037,5,128.73,643.65
ACCT-LN-000880,ACCT-INV-00293,PROD-0053,4,80.81,323.24
ACCT-LN-000881,ACCT-INV-00293,PROD-0009,3,364.08,1092.24
ACCT-LN-000882,ACCT-INV-00293,PROD-0018,5,334.54,1672.70
ACCT-LN-000883,ACCT-INV-00294,PROD-0035,8,386.42,3091.36
ACCT-LN-000884,ACCT-INV-00294,PROD-0025,6,133.33,799.98
ACCT-LN-000885,ACCT-INV-00294,PROD-0003,3,492.35,1477.05
ACCT-LN-000886,ACCT-INV-00294,PROD-0007,1,191.65,191.65
ACCT-LN-000887,ACCT-INV-00295,PROD-0017,8,399.96,3199.68
ACCT-LN-000888,ACCT-INV-00295,PROD-0094,1,168.04,168.04
ACCT-LN-000889,ACCT-INV-00295,PROD-0030,2,494.13,988.26
ACCT-LN-000890,ACCT-INV-00296,PROD-0054,5,141.18,705.90
ACCT-LN-000891,ACCT-INV-00296,PROD-0064,6,386.95,2321.70
ACCT-LN-000892,ACCT-INV-00296,PROD-0060,1,380.80,380.80
ACCT-LN-000893,ACCT-INV-00297,PROD-0008,5,317.23,1586.15
ACCT-LN-000894,ACCT-INV-00297,PROD-0100,7,37.08,259.56
ACCT-LN-000895,ACCT-INV-00298,PROD-0033,7,450.15,3151.05
ACCT-LN-000896,ACCT-INV-00298,PROD-0002,2,368.34,736.68
ACCT-LN-000897,ACCT-INV-00299,PROD-0099,8,21.86,174.88
ACCT-LN-000898,ACCT-INV-00299,PROD-0032,1,221.97,221.97
ACCT-LN-000899,ACCT-INV-00299,PROD-0026,8,447.94,3583.52
ACCT-LN-000900,ACCT-INV-00299,PROD-0095,2,107.90,215.80
ACCT-LN-000901,ACCT-INV-00300,PROD-0088,5,328.26,1641.30
ACCT-LN-000902,ACCT-INV-00300,PROD-0042,3,203.90,611.70
ACCT-LN-000903,ACCT-INV-00300,PROD-0081,1,291.38,291.38
ACCT-LN-000904,ACCT-INV-00300,PROD-0096,2,366.42,732.84
ACCT-LN-000905,ACCT-INV-00301,PROD-0047,1,450.44,450.44
ACCT-LN-000906,ACCT-INV-00301,PROD-0086,4,56.52,226.08
ACCT-LN-000907,ACCT-INV-00302,PROD-0042,1,203.90,203.90
ACCT-LN-000908,ACCT-INV-00302,PROD-0022,5,311.47,1557.35
ACCT-LN-000909,ACCT-INV-00302,PROD-0075,2,66.19,132.38
ACCT-LN-000910,ACCT-INV-00302,PROD-0051,4,274.05,1096.20
ACCT-LN-000911,ACCT-INV-00303,PROD-0089,3,60.13,180.39
ACCT-LN-000912,ACCT-INV-00303,PROD-0048,2,226.38,452.76
ACCT-LN-000913,ACCT-INV-00303,PROD-0032,3,221.97,665.91
ACCT-LN-000914,ACCT-INV-00303,PROD-0064,2,386.95,773.90
ACCT-LN-000915,ACCT-INV-00304,PROD-0008,6,317.23,1903.38
ACCT-LN-000916,ACCT-INV-00305,PROD-0017,8,399.96,3199.68
ACCT-LN-000917,ACCT-INV-00306,PROD-0057,4,137.35,549.40
ACCT-LN-000918,ACCT-INV-00306,PROD-0003,7,492.35,3446.45
ACCT-LN-000919,ACCT-INV-00306,PROD-0046,3,276.04,828.12
ACCT-LN-000920,ACCT-INV-00307,PROD-0072,5,394.58,1972.90
ACCT-LN-000921,ACCT-INV-00307,PROD-0070,8,64.42,515.36
ACCT-LN-000922,ACCT-INV-00307,PROD-0025,3,133.33,399.99
ACCT-LN-000923,ACCT-INV-00307,PROD-0070,6,64.42,386.52
ACCT-LN-000924,ACCT-INV-00308,PROD-0071,3,405.68,1217.04
ACCT-LN-000925,ACCT-INV-00308,PROD-0009,3,364.08,1092.24
ACCT-LN-000926,ACCT-INV-00308,PROD-0058,5,378.28,1891.40
ACCT-LN-000927,ACCT-INV-00308,PROD-0034,6,233.28,1399.68
ACCT-LN-000928,ACCT-INV-00308,PROD-0059,1,123.75,123.75
ACCT-LN-000929,ACCT-INV-00309,PROD-0003,6,492.35,2954.10
ACCT-LN-000930,ACCT-INV-00309,PROD-0100,4,37.08,148.32
ACCT-LN-000931,ACCT-INV-00310,PROD-0050,4,422.65,1690.60
ACCT-LN-000932,ACCT-INV-00310,PROD-0068,8,207.38,1659.04
ACCT-LN-000933,ACCT-INV-00310,PROD-0099,3,21.86,65.58
ACCT-LN-000934,ACCT-INV-00310,PROD-0079,5,145.17,725.85
ACCT-LN-000935,ACCT-INV-00310,PROD-0042,7,203.90,1427.30
ACCT-LN-000936,ACCT-INV-00311,PROD-0085,2,284.56,569.12
ACCT-LN-000937,ACCT-INV-00311,PROD-0006,3,348.13,1044.39
ACCT-LN-000938,ACCT-INV-00311,PROD-0023,1,216.00,216.00
ACCT-LN-000939,ACCT-INV-00311,PROD-0026,2,447.94,895.88
ACCT-LN-000940,ACCT-INV-00311,PROD-0063,4,474.66,1898.64
ACCT-LN-000941,ACCT-INV-00312,PROD-0085,8,284.56,2276.48
ACCT-LN-000942,ACCT-INV-00312,PROD-0068,5,207.38,1036.90
ACCT-LN-000943,ACCT-INV-00312,PROD-0007,6,191.65,1149.90
ACCT-LN-000944,ACCT-INV-00312,PROD-0029,2,236.38,472.76
ACCT-LN-000945,ACCT-INV-00313,PROD-0011,8,283.89,2271.12
ACCT-LN-000946,ACCT-INV-00313,PROD-0082,1,28.92,28.92
ACCT-LN-000947,ACCT-INV-00313,PROD-0047,7,450.44,3153.08
ACCT-LN-000948,ACCT-INV-00313,PROD-0048,1,226.38,226.38
ACCT-LN-000949,ACCT-INV-00314,PROD-0094,2,168.04,336.08
ACCT-LN-000950,ACCT-INV-00315,PROD-0067,2,465.51,931.02
ACCT-LN-000951,ACCT-INV-00315,PROD-0013,4,291.02,1164.08
ACCT-LN-000952,ACCT-INV-00316,PROD-0085,4,284.56,1138.24
ACCT-LN-000953,ACCT-INV-00316,PROD-0073,3,335.84,1007.52
ACCT-LN-000954,ACCT-INV-00316,PROD-0072,7,394.58,2762.06
ACCT-LN-000955,ACCT-INV-00316,PROD-0096,2,366.42,732.84
ACCT-LN-000956,ACCT-INV-00316,PROD-0099,6,21.86,131.16
ACCT-LN-000957,ACCT-INV-00317,PROD-0014,3,162.38,487.14
ACCT-LN-000958,ACCT-INV-00317,PROD-0024,7,363.40,2543.80
ACCT-LN-000959,ACCT-INV-00317,PROD-0065,6,482.41,2894.46
ACCT-LN-000960,ACCT-INV-00317,PROD-0085,3,284.56,853.68
ACCT-LN-000961,ACCT-INV-00318,PROD-0041,6,216.65,1299.90
ACCT-LN-000962,ACCT-INV-00318,PROD-0048,7,226.38,1584.66
ACCT-LN-000963,ACCT-INV-00318,PROD-0098,7,158.68,1110.76
ACCT-LN-000964,ACCT-INV-00319,PROD-0073,4,335.84,1343.36
ACCT-LN-000965,ACCT-INV-00319,PROD-0049,5,339.40,1697.00
ACCT-LN-000966,ACCT-INV-00320,PROD-0001,1,33.55,33.55
ACCT-LN-000967,ACCT-INV-00320,PROD-0037,1,128.73,128.73
ACCT-LN-000968,ACCT-INV-00320,PROD-0067,3,465.51,1396.53
ACCT-LN-000969,ACCT-INV-00320,PROD-0039,1,351.57,351.57
ACCT-LN-000970,ACCT-INV-00321,PROD-0003,5,492.35,2461.75
ACCT-LN-000971,ACCT-INV-00321,PROD-0071,3,405.68,1217.04
ACCT-LN-000972,ACCT-INV-00321,PROD-0013,1,291.02,291.02
ACCT-LN-000973,ACCT-INV-00322,PROD-0047,4,450.44,1801.76
ACCT-LN-000974,ACCT-INV-00322,PROD-0030,5,494.13,2470.65
ACCT-LN-000975,ACCT-INV-00322,PROD-0039,2,351.57,703.14
ACCT-LN-000976,ACCT-INV-00323,PROD-0094,2,168.04,336.08
ACCT-LN-000977,ACCT-INV-00323,PROD-0093,6,163.71,982.26
ACCT-LN-000978,ACCT-INV-00324,PROD-0013,5,291.02,1455.10
ACCT-LN-000979,ACCT-INV-00324,PROD-0005,7,15.82,110.74
ACCT-LN-000980,ACCT-INV-00324,PROD-0011,1,283.89,283.89
ACCT-LN-000981,ACCT-INV-00324,PROD-0099,6,21.86,131.16
ACCT-LN-000982,ACCT-INV-00324,PROD-0045,7,380.44,2663.08
ACCT-LN-000983,ACCT-INV-00325,PROD-0096,1,366.42,366.42
ACCT-LN-000984,ACCT-INV-00325,PROD-0082,7,28.92,202.44
ACCT-LN-000985,ACCT-INV-00326,PROD-0070,3,64.42,193.26
ACCT-LN-000986,ACCT-INV-00326,PROD-0042,4,203.90,815.60
ACCT-LN-000987,ACCT-INV-00326,PROD-0020,1,341.31,341.31
ACCT-LN-000988,ACCT-INV-00327,PROD-0074,2,21.14,42.28
ACCT-LN-000989,ACCT-INV-00327,PROD-0029,7,236.38,1654.66
ACCT-LN-000990,ACCT-INV-00327,PROD-0038,7,54.08,378.56
ACCT-LN-000991,ACCT-INV-00327,PROD-0019,3,177.57,532.71
ACCT-LN-000992,ACCT-INV-00327,PROD-0044,2,246.34,492.68
ACCT-LN-000993,ACCT-INV-00328,PROD-0052,5,288.73,1443.65
ACCT-LN-000994,ACCT-INV-00328,PROD-0011,7,283.89,1987.23
ACCT-LN-000995,ACCT-INV-00328,PROD-0065,7,482.41,3376.87
ACCT-LN-000996,ACCT-INV-00328,PROD-0100,3,37.08,111.24
ACCT-LN-000997,ACCT-INV-00328,PROD-0098,3,158.68,476.04
ACCT-LN-000998,ACCT-INV-00329,PROD-0084,4,180.06,720.24
ACCT-LN-000999,ACCT-INV-00329,PROD-0072,4,394.58,1578.32
ACCT-LN-001000,ACCT-INV-00329,PROD-0032,2,221.97,443.94
ACCT-LN-001001,ACCT-INV-00329,PROD-0035,7,386.42,2704.94
ACCT-LN-001002,ACCT-INV-00330,PROD-0086,7,56.52,395.64
ACCT-LN-001003,ACCT-INV-00331,PROD-0045,1,380.44,380.44
ACCT-LN-001004,ACCT-INV-00331,PROD-0099,5,21.86,109.30
ACCT-LN-001005,ACCT-INV-00331,PROD-0022,6,311.47,1868.82
ACCT-LN-001006,ACCT-INV-00333,PROD-0015,1,309.23,309.23
ACCT-LN-001007,ACCT-INV-00334,PROD-0037,1,128.73,128.73
ACCT-LN-001008,ACCT-INV-00334,PROD-0044,2,246.34,492.68
ACCT-LN-001009,ACCT-INV-00335,PROD-0027,4,392.53,1570.12
ACCT-LN-001010,ACCT-INV-00335,PROD-0027,5,392.53,1962.65
ACCT-LN-001011,ACCT-INV-00335,PROD-0071,8,405.68,3245.44
ACCT-LN-001012,ACCT-INV-00336,PROD-0049,1,339.40,339.40
ACCT-LN-001013,ACCT-INV-00337,PROD-0090,5,163.51,817.55
ACCT-LN-001014,ACCT-INV-00337,PROD-0007,8,191.65,1533.20
ACCT-LN-001015,ACCT-INV-00339,PROD-0041,8,216.65,1733.20
ACCT-LN-001016,ACCT-INV-00340,PROD-0026,8,447.94,3583.52
ACCT-LN-001017,ACCT-INV-00340,PROD-0072,1,394.58,394.58
ACCT-LN-001018,ACCT-INV-00341,PROD-0063,7,474.66,3322.62
ACCT-LN-001019,ACCT-INV-00341,PROD-0096,3,366.42,1099.26
ACCT-LN-001020,ACCT-INV-00341,PROD-0003,6,492.35,2954.10
ACCT-LN-001021,ACCT-INV-00342,PROD-0031,5,312.14,1560.70
ACCT-LN-001022,ACCT-INV-00342,PROD-0008,5,317.23,1586.15
ACCT-LN-001023,ACCT-INV-00342,PROD-0050,1,422.65,422.65
ACCT-LN-001024,ACCT-INV-00343,PROD-0044,22,246.34,5419.48
ACCT-LN-001025,ACCT-INV-00343,PROD-0085,14,284.56,3983.84
ACCT-LN-001026,ACCT-INV-00344,PROD-0081,4,291.38,1165.52
ACCT-LN-001027,ACCT-INV-00344,PROD-0054,4,141.18,564.72
ACCT-LN-001028,ACCT-INV-00344,PROD-0074,3,21.14,63.42
ACCT-LN-001029,ACCT-INV-00344,PROD-0055,5,173.52,867.60
ACCT-LN-001030,ACCT-INV-00344,PROD-0078,6,390.70,2344.20
ACCT-LN-001031,ACCT-INV-00345,PROD-0075,4,66.19,264.76
ACCT-LN-001032,ACCT-INV-00345,PROD-0018,5,334.54,1672.70
ACCT-LN-001033,ACCT-INV-00346,PROD-0056,3,149.95,449.85
ACCT-LN-001034,ACCT-INV-00346,PROD-0084,3,180.06,540.18
ACCT-LN-001035,ACCT-INV-00347,PROD-0024,6,363.40,2180.40
ACCT-LN-001036,ACCT-INV-00348,PROD-0098,6,158.68,952.08
ACCT-LN-001037,ACCT-INV-00349,PROD-0039,8,351.57,2812.56
ACCT-LN-001038,ACCT-INV-00349,PROD-0096,5,366.42,1832.10
ACCT-LN-001039,ACCT-INV-00349,PROD-0020,4,341.31,1365.24
ACCT-LN-001040,ACCT-INV-00349,PROD-0014,3,162.38,487.14
ACCT-LN-001041,ACCT-INV-00350,PROD-0035,4,386.42,1545.68
ACCT-LN-001042,ACCT-INV-00350,PROD-0077,4,483.25,1933.00
ACCT-LN-001043,ACCT-INV-00350,PROD-0030,1,494.13,494.13
ACCT-LN-001044,ACCT-INV-00350,PROD-0046,2,276.04,552.08
ACCT-LN-001045,ACCT-INV-00350,PROD-0089,8,60.13,481.04
ACCT-LN-001046,ACCT-INV-00351,PROD-0024,7,363.40,2543.80
ACCT-LN-001047,ACCT-INV-00351,PROD-0063,8,474.66,3797.28
ACCT-LN-001048,ACCT-INV-00351,PROD-0018,3,334.54,1003.62
ACCT-LN-001049,ACCT-INV-00352,PROD-0035,7,386.42,2704.94
ACCT-LN-001050,ACCT-INV-00353,PROD-0009,3,364.08,1092.24
ACCT-LN-001051,ACCT-INV-00353,PROD-0057,8,137.35,1098.80
ACCT-LN-001052,ACCT-INV-00354,PROD-0055,7,173.52,1214.64
ACCT-LN-001053,ACCT-INV-00354,PROD-0100,1,37.08,37.08
ACCT-LN-001054,ACCT-INV-00355,PROD-0051,1,274.05,274.05
ACCT-LN-001055,ACCT-INV-00355,PROD-0067,2,465.51,931.02
ACCT-LN-001056,ACCT-INV-00355,PROD-0058,8,378.28,3026.24
ACCT-LN-001057,ACCT-INV-00356,PROD-0067,7,465.51,3258.57
ACCT-LN-001058,ACCT-INV-00356,PROD-0095,1,107.90,107.90
ACCT-LN-001059,ACCT-INV-00357,PROD-0025,5,133.33,666.65
ACCT-LN-001060,ACCT-INV-00358,PROD-0060,3,380.80,1142.40
ACCT-LN-001061,ACCT-INV-00358,PROD-0055,5,173.52,867.60
ACCT-LN-001062,ACCT-INV-00358,PROD-0079,1,145.17,145.17
ACCT-LN-001063,ACCT-INV-00359,PROD-0012,2,343.50,687.00
ACCT-LN-001064,ACCT-INV-00359,PROD-0024,3,363.40,1090.20
ACCT-LN-001065,ACCT-INV-00359,PROD-0051,7,274.05,1918.35
ACCT-LN-001066,ACCT-INV-00359,PROD-0042,8,203.90,1631.20
ACCT-LN-001067,ACCT-INV-00360,PROD-0059,2,123.75,247.50
ACCT-LN-001068,ACCT-INV-00360,PROD-0033,6,450.15,2700.90
ACCT-LN-001069,ACCT-INV-00361,PROD-0092,2,175.43,350.86
ACCT-LN-001070,ACCT-INV-00361,PROD-0012,2,343.50,687.00
ACCT-LN-001071,ACCT-INV-00362,PROD-0068,7,207.38,1451.66
ACCT-LN-001072,ACCT-INV-00363,PROD-0049,7,339.40,2375.80
ACCT-LN-001073,ACCT-INV-00363,PROD-0006,3,348.13,1044.39
ACCT-LN-001074,ACCT-INV-00364,PROD-0021,3,86.47,259.41
ACCT-LN-001075,ACCT-INV-00364,PROD-0023,1,216.00,216.00
ACCT-LN-001076,ACCT-INV-00365,PROD-0037,30,128.73,3861.90
ACCT-LN-001077,ACCT-INV-00365,PROD-0024,13,363.40,4724.20
ACCT-LN-001078,ACCT-INV-00365,PROD-0017,16,399.96,6399.36
ACCT-LN-001079,ACCT-INV-00365,PROD-0001,29,33.55,972.95
ACCT-LN-001080,ACCT-INV-00366,PROD-0064,1,386.95,386.95
ACCT-LN-001081,ACCT-INV-00366,PROD-0078,8,390.70,3125.60
ACCT-LN-001082,ACCT-INV-00366,PROD-0031,4,312.14,1248.56
ACCT-LN-001083,ACCT-INV-00366,PROD-0076,8,358.04,2864.32
ACCT-LN-001084,ACCT-INV-00367,PROD-0077,1,483.25,483.25
ACCT-LN-001085,ACCT-INV-00367,PROD-0032,5,221.97,1109.85
ACCT-LN-001086,ACCT-INV-00367,PROD-0080,4,150.28,601.12
ACCT-LN-001087,ACCT-INV-00367,PROD-0007,3,191.65,574.95
ACCT-LN-001088,ACCT-INV-00367,PROD-0019,1,177.57,177.57
ACCT-LN-001089,ACCT-INV-00368,PROD-0086,5,56.52,282.60
ACCT-LN-001090,ACCT-INV-00369,PROD-0054,3,141.18,423.54
ACCT-LN-001091,ACCT-INV-00370,PROD-0074,3,21.14,63.42
ACCT-LN-001092,ACCT-INV-00370,PROD-0059,6,123.75,742.50
ACCT-LN-001093,ACCT-INV-00370,PROD-0005,2,15.82,31.64
ACCT-LN-001094,ACCT-INV-00370,PROD-0099,5,21.86,109.30
ACCT-LN-001095,ACCT-INV-00370,PROD-0042,6,203.90,1223.40
ACCT-LN-001096,ACCT-INV-00371,PROD-0071,2,405.68,811.36
ACCT-LN-001097,ACCT-INV-00371,PROD-0038,8,54.08,432.64
ACCT-LN-001098,ACCT-INV-00371,PROD-0018,2,334.54,669.08
ACCT-LN-001099,ACCT-INV-00371,PROD-0089,5,60.13,300.65
ACCT-LN-001100,ACCT-INV-00372,PROD-0090,4,163.51,654.04
ACCT-LN-001101,ACCT-INV-00372,PROD-0079,1,145.17,145.17
ACCT-LN-001102,ACCT-INV-00373,PROD-0012,8,343.50,2748.00
ACCT-LN-001103,ACCT-INV-00373,PROD-0093,5,163.71,818.55
ACCT-LN-001104,ACCT-INV-00373,PROD-0055,6,173.52,1041.12
ACCT-LN-001105,ACCT-INV-00373,PROD-0034,6,233.28,1399.68
ACCT-LN-001106,ACCT-INV-00373,PROD-0017,8,399.96,3199.68
ACCT-LN-001107,ACCT-INV-00374,PROD-0024,4,363.40,1453.60
ACCT-LN-001108,ACCT-INV-00374,PROD-0091,5,283.43,1417.15
ACCT-LN-001109,ACCT-INV-00374,PROD-0025,1,133.33,133.33
ACCT-LN-001110,ACCT-INV-00374,PROD-0016,1,229.45,229.45
ACCT-LN-001111,ACCT-INV-00375,PROD-0079,7,145.17,1016.19
ACCT-LN-001112,ACCT-INV-00375,PROD-0053,1,80.81,80.81
ACCT-LN-001113,ACCT-INV-00376,PROD-0002,4,368.34,1473.36
ACCT-LN-001114,ACCT-INV-00376,PROD-0089,5,60.13,300.65
ACCT-LN-001115,ACCT-INV-00377,PROD-0065,6,482.41,2894.46
ACCT-LN-001116,ACCT-INV-00377,PROD-0099,1,21.86,21.86
ACCT-LN-001117,ACCT-INV-00377,PROD-0015,6,309.23,1855.38
ACCT-LN-001118,ACCT-INV-00378,PROD-0004,3,107.19,321.57
ACCT-LN-001119,ACCT-INV-00378,PROD-0025,6,133.33,799.98
ACCT-LN-001120,ACCT-INV-00378,PROD-0044,8,246.34,1970.72
ACCT-LN-001121,ACCT-INV-00378,PROD-0061,1,422.03,422.03
ACCT-LN-001122,ACCT-INV-00378,PROD-0083,3,251.46,754.38
ACCT-LN-001123,ACCT-INV-00379,PROD-0043,8,430.52,3444.16
ACCT-LN-001124,ACCT-INV-00379,PROD-0053,1,80.81,80.81
ACCT-LN-001125,ACCT-INV-00379,PROD-0067,5,465.51,2327.55
ACCT-LN-001126,ACCT-INV-00379,PROD-0073,6,335.84,2015.04
ACCT-LN-001127,ACCT-INV-00379,PROD-0072,1,394.58,394.58
ACCT-LN-001128,ACCT-INV-00380,PROD-0009,3,364.08,1092.24
ACCT-LN-001129,ACCT-INV-00380,PROD-0036,1,148.18,148.18
ACCT-LN-001130,ACCT-INV-00380,PROD-0044,7,246.34,1724.38
ACCT-LN-001131,ACCT-INV-00381,PROD-0050,3,422.65,1267.95
ACCT-LN-001132,ACCT-INV-00381,PROD-0077,2,483.25,966.50
ACCT-LN-001133,ACCT-INV-00381,PROD-0097,5,304.44,1522.20
ACCT-LN-001134,ACCT-INV-00381,PROD-0091,6,283.43,1700.58
ACCT-LN-001135,ACCT-INV-00381,PROD-0091,1,283.43,283.43
ACCT-LN-001136,ACCT-INV-00382,PROD-0048,24,226.38,5433.12
ACCT-LN-001137,ACCT-INV-00382,PROD-0039,16,351.57,5625.12
ACCT-LN-001138,ACCT-INV-00383,PROD-0005,4,15.82,63.28
ACCT-LN-001139,ACCT-INV-00383,PROD-0012,8,343.50,2748.00
ACCT-LN-001140,ACCT-INV-00383,PROD-0065,1,482.41,482.41
ACCT-LN-001141,ACCT-INV-00384,PROD-0044,8,246.34,1970.72
ACCT-LN-001142,ACCT-INV-00384,PROD-0094,5,168.04,840.20
ACCT-LN-001143,ACCT-INV-00385,PROD-0067,3,465.51,1396.53
ACCT-LN-001144,ACCT-INV-00386,PROD-0092,2,175.43,350.86
ACCT-LN-001145,ACCT-INV-00386,PROD-0001,5,33.55,167.75
ACCT-LN-001146,ACCT-INV-00386,PROD-0006,2,348.13,696.26
ACCT-LN-001147,ACCT-INV-00386,PROD-0043,8,430.52,3444.16
ACCT-LN-001148,ACCT-INV-00387,PROD-0003,5,492.35,2461.75
ACCT-LN-001149,ACCT-INV-00387,PROD-0082,4,28.92,115.68
ACCT-LN-001150,ACCT-INV-00387,PROD-0042,4,203.90,815.60
ACCT-LN-001151,ACCT-INV-00389,PROD-0072,2,394.58,789.16
ACCT-LN-001152,ACCT-INV-00389,PROD-0027,6,392.53,2355.18
ACCT-LN-001153,ACCT-INV-00389,PROD-0071,6,405.68,2434.08
ACCT-LN-001154,ACCT-INV-00389,PROD-0035,3,386.42,1159.26
ACCT-LN-001155,ACCT-INV-00389,PROD-0091,5,283.43,1417.15
ACCT-LN-001156,ACCT-INV-00390,PROD-0079,6,145.17,871.02
ACCT-LN-001157,ACCT-INV-00390,PROD-0070,8,64.42,515.36
ACCT-LN-001158,ACCT-INV-00390,PROD-0007,3,191.65,574.95
ACCT-LN-001159,ACCT-INV-00391,PROD-0050,1,422.65,422.65
ACCT-LN-001160,ACCT-INV-00392,PROD-0076,8,358.04,2864.32
ACCT-LN-001161,ACCT-INV-00392,PROD-0079,6,145.17,871.02
ACCT-LN-001162,ACCT-INV-00392,PROD-0040,6,216.21,1297.26
ACCT-LN-001163,ACCT-INV-00392,PROD-0026,2,447.94,895.88
ACCT-LN-001164,ACCT-INV-00392,PROD-0097,8,304.44,2435.52
ACCT-LN-001165,ACCT-INV-00393,PROD-0013,8,291.02,2328.16
ACCT-LN-001166,ACCT-INV-00393,PROD-0040,8,216.21,1729.68
ACCT-LN-001167,ACCT-INV-00393,PROD-0061,4,422.03,1688.12
ACCT-LN-001168,ACCT-INV-00393,PROD-0029,3,236.38,709.14
ACCT-LN-001169,ACCT-INV-00394,PROD-0051,3,274.05,822.15
ACCT-LN-001170,ACCT-INV-00394,PROD-0090,6,163.51,981.06
ACCT-LN-001171,ACCT-INV-00394,PROD-0042,8,203.90,1631.20
ACCT-LN-001172,ACCT-INV-00395,PROD-0045,25,380.44,9511.00
ACCT-LN-001173,ACCT-INV-00396,PROD-0078,3,390.70,1172.10
ACCT-LN-001174,ACCT-INV-00396,PROD-0066,2,482.89,965.78
ACCT-LN-001175,ACCT-INV-00396,PROD-0052,2,288.73,577.46
ACCT-LN-001176,ACCT-INV-00397,PROD-0069,8,302.17,2417.36
ACCT-LN-001177,ACCT-INV-00397,PROD-0052,7,288.73,2021.11
